| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| threshing by foot | Noun | ଓଇଲେ |
| threshing ground | Noun | କାଲାମ୍ |
| threshold | Noun | ଆର୍ଦା ଗୁମାମ୍ , ଚିନ୍ |
| ନା ଗଡ଼ା |  |  |
| thrice | Adverb | ଚୁଟ୍ |
| throat | Noun | ଗନୁକୁ, ଗୁଢୁଙ୍କ, ବୋଣ୍ |
| କି |  |  |
| throne-pierce | Noun | କୟ୍ |
| ଗିତାନାଦ୍ |  |  |
| through | Preposition | ସାଙ୍ଗେ, ଟୋଣ୍ଡେ, ତେ |
| throughout the day | Adverb | ଆର ଏ ଆର, ଏ |
| throw away | Verb | ପାଦେ ଦାନାଦ୍, ଏଚା ନାଦ୍ |
| throw yourself down | Verb | ନେଲ୍ ଲାଗୁଁଡ଼ା |
| throwing stone | Verb | ପାଦେଘିଂ-ପାସ୍ କି ଏସ୍ା କାଲ୍ |
| thumb finger | Noun | ମଟ ଓାଡ଼୍ଞା |
| thunder | Noun | ଇଢ଼ିତା, ଗୁଣ୍ଞି ଭା |
| thunderbolt | Noun | ପିଡ଼ିଗୀ ରାଲ୍ ତା |
| Thursday | Noun | ଗୁରୁ ଓାରାମ୍, ଲାଛି ୱାରାମ୍ |
| 1115 | Adverb | କେରା ଆଲେକେ, ASR ସେଙ୍ଗେ |
| tick (hens) | Noun | କୋର୍ ପୋର କ୍ |
| tick (on ୦୦7୩୫,୦011୮410) | Noun | AGE |
| ticket money | Noun | ବଡ଼ା ପାଇସା |
| ticklish | Verb | ସ୍ ଭା ପାଲ୍ |
| tie | Verb | ତତାନାଦ୍ |
