| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| connective | Noun | ଯଦି ଆଲେ |
| ଆତ୍ | Noun | କେ |
| public | Noun | ଜାନାମ୍‌ ସାର୍ରେଭୋର୍‌ |
| public place | Noun | ଆନ୍ଦୋର୍‌ |
| ସେଙ୍ଗେ ମାନ୍ଦାନ୍‌ | Noun | ପଡ଼ିୟ୍‌ |
| publicly | Adverb | ସାର୍ରାତୋର୍‌ ମୁନ୍ନେ |
| published | Verb | ପେଶ୍‌ dal |
| puffed grain , pulse | Noun | G@ |
| pull | Verb | ଲାଗାନାଦ୍‌ |
| pull about | Verb | ନୁଙ୍କା ଲାଗା ଆଦାନାଦ୍‌,ତୁରୁସାନାଦ୍‌ |
| pull off | Verb | A ଇଦାନାଦ୍‌ |
| pull on | Verb | ତାର୍ରାନାଦ୍‌ |
| pull out | Verb | ଲାଗି ବାୟ୍‌ ଦେ ତୀସାନାଦ୍‌ ,ଟେଣ୍ଡାନାଦ୍‌ |
| pulsating,wrist sound | Noun | ନାର୍‌ ସ୍‌ କ୍‌ ପିର୍‌ AQ ମିଟମିନ୍ଦେ |
| pulse | Noun | ନାଡ୍‌ ସ୍‌ କ୍‌ ତାଡ଼ୁକ୍‌ କାନାଦ୍‌ |
| pulses | Noun | ପେରିମି |
| pumpkin | Noun | ଆନ୍ଦେ ଗୁମୋଡ଼୍‌ ନିର୍‌ ଗୁମଡ଼୍‌,ବୂଡ୍‌ ଦି ଗୁମୋଡ଼ |
| pumpkin creeper | Noun | ଗୁମଡ଼ ତଣ୍ଡା |
| quail | Noun | ଉତି,ପୁରଟ ପିଟେ |
| quarrel | Noun | AGRI,SIGUE], ME! QQ, |
| quarter past nine | Adverb | ଗାଣ୍ଟାଙ୍କ୍‌ ପାଦିଏନ୍‌ ନିମିସ |
| quarter to nine | Adverb | ତମିଦି |
