| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| ,ଡେଞାନାଦ୍‌ | Transitive verb | କେଢଡ଼୍‌ କ୍‌ କାନାଦ୍‌ to dig well |
| ଡେୱାନାଦ୍‌ | Transitive verb | to do |
| ତୁଙ୍ଗାନାଦ୍‌ | Transitive verb | to draw out water |
| ମାଡ଼ାନାଦ୍‌ | Intransitive verb | to doze |
| କୁର୍କାନାଦ୍‌ | Transitive verb | to draw out water |
| ଲସ୍‌ କାନାଦ୍‌ | Transitive verb | to draw water-up |
| ତୋରାନାଦ୍‌ | Transitive verb | to dream |
| କାଲାଦ୍‌ | Air | AIR |
| ଉଣା ନାଦ୍‌ | Transitive verb | to drink |
| ତୋଲା,ନାତୁସ୍‌ ବା 'ଅୟ୍‌ ମ୍‌ | Verb | to drive |
| ଓଡ଼ା | Transitive verb | dry |
| ତୁଲ୍‌ ARI, Om! | Transitive verb | to dry the body |
| ତିନ୍ଦାନାଦ୍‌ | Transitive verb | to eat |
| ନିଗାନାଦ୍‌,ନେଙ୍ଗାନାଦ୍‌ | Transitive verb | to enter |
| କିସ୍‌ ପୀତାନାଦ୍‌ | Transitive verb | to extinguish fire |
| ଆସ୍‌ ତେଭୋଣ୍ଟ | Intransitive verb | to fall |
| ଞେର୍‌ GIGI | Intransitive verb | to fear, be afraid |
| ମିଭାନାଦ୍‌, ସାଟ୍‌ ମିତାନାଦ୍‌ | Intransitive verb | to fell down |
| FBIGIR | Transitive verb | to fill |
| ରୋଜ୍‌ ତତିକା | Adjective | to fix up a day |
| ଆସ୍‌ ତେଭୋଣ୍ଟ | Verb | to fly into arage |
| ମାରଙ୍ଗାନାଦ୍‌ | Transitive verb | to forget |
