| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| ଅସରିଶି | - | ଅସରିଶି |
| ମାନ୍ଦାନାଦ୍ | Noun | ମାନ୍ଦାନାଦ୍ |
| ପାରାମେଶ୍ରାର୍ | - | ପାରାମେଶ୍ରାର୍ |
| ମାନ୍ନାଙ୍କ୍ | - | ମାନ୍ନାଙ୍କ୍ |
| ଭଦାନାଙ୍କ୍ | - | ଭଦାନାଙ୍କ୍ |
| ତାଶି | - | ତାଶି |
| pregnancy | - | ପ୍ରସବ |
| ଏର୍ | - | ଏର୍ |
| ପୁନ୍ଦିତ୍ | - | ପୁନ୍ଦିତ୍ |
| ପଟ୍ଟା | - | ପଟ୍ଟା |
| ଆତ୍ | - | ଆତ୍ |
| ଡ଼ଙ୍କା | - | ଡ଼ଙ୍କା |
| ଆଶ୍ | - | ଆଶ୍ |
| ମିନ୍ଦେ | - | ମିନ୍ଦେ |
| prescription | Noun | ଔଷଧି ନିର୍ଧାରଣ |
| ନିଜାମ୍ | - | ନିଜାମ୍ |
| ବେଲେ | - | ବେଲେ |
| ଇଞ୍ଜୋ | - | ଇଞ୍ଜୋ |
| ରାସି | - | ରାସି |
| ଭଦାନାଦ୍ | - | ଭଦାନାଦ୍ |
| presence | Noun | ଉପସ୍ଥିତି |
| ତୋପାନାଦ୍ | - | ତୋପାନାଦ୍ |
| present | Adverb | ବର୍ତ୍ତମାନ |
| MEM | - | MEM |
| କାଲାମ୍ | - | କାଲାମ୍ |
| presentation | Noun | ଉପଲକ୍ଷ୍ୟ |
| ମେଲ୍ | - | ମେଲ୍ |
| ତା | - | ତା |
| CAGE | - | CAGE |
| ସାମାନ୍ | - | ସାମାନ୍ |
| ଭଦାନାଦ୍ | - | ଭଦାନାଦ୍ |
| presently | Adverb | ବର୍ତ୍ତମାନ |
| just now | Adverb | ଇତୋ |
| ଇଞ୍ଜେ | - | ଇଞ୍ଜେ |
| preservation | Noun | ରକ୍ଷଣ |
| ୋସ୍ | - | ୋସ୍ |
| ରିଞ୍ଚି | - | ରିଞ୍ଚି |
| ତାସାନାଦ୍ | - | ତାସାନାଦ୍ |
| preserve | Verb | ରକ୍ଷଣ କରନ୍ତୁ |
| ସାୟା | - | ସାୟା |
| ତାଶି | - | ତାଶି |
| ମାନ୍ | - | ମାନ୍ |
| president | Noun | ରାଷ୍ଟ୍ରପତି |
| ଇନ୍ଦିୟା | - | ଇନ୍ଦିୟା |
| ଦେସାମ୍ | - | ଦେସାମ୍ |
| ସାଲାକୀଦାନୋଣ୍ଡ | - | ସାଲାକୀଦାନୋଣ୍ଡ |
| ଉ | - | ଉ |
| ଡ଼ାନୋଣ୍ଡ | - | ଡ଼ାନୋଣ୍ଡ |
| prespiratin | Noun | ଶ୍ଵାସରେଣି |
| କୁମ୍ | - | କୁମ୍ |
| ପୋଡ୍ | - | ପୋଡ୍ |
| ପେୟ୍ | - | ପେୟ୍ |
| press | Noun | ପ୍ରସାର |
| ମାଟା | - | ମାଟା |
| ରାସାନାଦ୍ | - | ରାସାନାଦ୍ |
| ମେସିନ୍ | - | ମେସିନ୍ |
| press down | Verb | ନିଚାଇ ଦିଅନ୍ତୁ |
| ନକ୍ | - | ନକ୍ |
| କା | - | କା |
| press on | Verb | ଚାଲୁ ରଖ |
| DQ | - | DQ |
| SQ | - | SQ |
| ଶ୍ | - | ଶ୍ |
| କାନାଦ୍ | - | କାନାଦ୍ |
| press out with the hands | Verb | ହସ୍ତଗତ ପ୍ରସାରଣ କରନ୍ତୁ |
| ନାଲୁ | - | ନାଲୁ |
| ସାନାଦ୍ | - | ସାନାଦ୍ |
| pressed | Noun | ଦବାଇଥିବ
