| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| basket | Noun | କୁଲ୍‌ ଲା |
| basket made with bark | Noun | ସୋମ୍‌ |
| basket small size | Noun | ଟାଟ୍‌ |
| basket used for storing cow dung | Noun | ପେଣ୍ଢା ଟାଟ୍‌ |
| bat bird | Noun | ଗାବିଲି ପିଟେ |
| bath room | Noun | ଏର୍‌ ପୁନ୍ଦାଙ୍କ୍‌ ଗାତ୍‌ |
| bathe | Verb | WQ Qal |
| bay weaver bird | Noun | ଜାକ୍‌ କା ଗଳ |
| be | Verb | ଆଦାନାଦ୍‌,ମାନ୍‌ |
| be angry | Verb | କୋପାମ୍‌ |
| be careful | Adverb | ଚେତୁର୍‌ ମାନ୍‌ |
| be cleaved(split) | Verb | ତାଲା AI ତାନାଦ୍‌ |
| be cooled | Adjective | GR ତା |
| be employed | Adjective | AIGA ମାଡ଼ାନାଦ୍‌ |
| be extinct | Verb | ପିଭାନାଦ୍‌ |
| be struck | Verb | କୋୟେ ଇର୍କିଭା,ଗିଭା |
| be there | Verb | ମାନ୍ଦାନାଦ୍‌ |
| be times | Adverb | ଟୀକ୍‌ ସାମାୟାମ୍‌ ତେ |
| beak | Noun | ମୁସ୍‌ କିଡ଼୍‌ |
| beans | Noun | ଅଗେ କାୟା |
| bear | Noun | NIG ଜ୍‌ |
| bear back | Noun | ପେର୍କେ ଜାର୍ଗାନାଙ୍କ୍‌ ଇଦାନାଦ୍‌ |
| bear down | Verb | ଅଡ଼ି ଆନ୍ଦାନାଦ୍‌ |
| bear on | Verb | ସାମ୍ାନ୍ଦାମ୍‌ ତାସାନାଦ୍‌ |
| bear through | Verb | ତାର୍ରି ଆନ୍ଦାନାଦ୍‌ |
| bear up | Verb | ମେଦୁଲ୍‌ କଟେ ମାନ୍ଦାନାଦ୍‌ |
| bear,sustain | Transitive | |
