| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| hire | Verb | ଆଦ୍‌ ତିସାନଦ୍‌, ବଡ଼ା |
| his (possessive things) | Pronoun | ଇନାଦ୍‌,ଉନାଦ୍‌ |
| hissing of steam | Noun | ଓାସିତ୍‌ |
| -ଲୋନ୍‌ TK ଗାଲା ଆତା | - | - |
| hit the ball with legs | Verb | ତାନାନାଦ୍‌ |
| hit,crush | Verb | ଦାଗଲ୍‌ ମିନ୍ଦେ |
| hive of bees | Noun | ଗଗ ଲୋନ୍‌ |
| (ଆଲ୍‌ ତା) | - | - |
| hoard | Noun | ଗୁଡୁପ୍‌ ତା ସମ୍‌ |
| hoisting the flag | Verb | ଜାଣା ପାର୍‌ ତିସାନାଦ୍‌ |
| hold | Verb | ଆକ୍କି ଗିଗି |
| hold 1) | Verb | ଦୁରାମ୍‌ ମାଡ଼ାନାଦ୍‌ |
| hold out | Verb | ନିଗେର୍‌ ଆଡ୍‌ ଗିଗି |
| hold tightly | Adjective | ଗାଟିଙ୍ଗ(ଟେଙ୍ଗ) ପୟ୍‌ ସମିନ୍ଦେ |
| hold up | Verb | ତେସ୍‌ ଆକ୍କି ତିସାନାଦ୍‌ |
| hole | Noun | ବୋକ୍କ, ବ ଛା |
| hole and corner | Adjective | ଇର୍ତାନାଦ୍‌ |
| hole of tree | Noun | ଦର୍ରାତା, ବଚଛା |
| holidays | Noun | ଚୁଟି ରୋଜ୍‌ |
| hollow | Noun | ପୋନ୍‌ ଦେ, ଦରା |
| holster | Noun | ତଲ୍‌ କା ସାନ୍‌ ସ୍‌ |
| holy basil | Noun | ଦୁଲୋସ୍‌ ଏଟୁ, ପଦାଲା |
| holy sprit | - | ପାଞତ୍ରା ସୁବ୍ରାଙ୍ଗ ୬୮୦ ମାନ୍ଦାନ୍‌ ଆତ୍ମା |
| holy/holiness | Adjective | ଆଗିଗି, ଆଗିଆ ମାନ୍ଦାନାଦ୍‌ |
| homosexual | Adjective | ମିଙ୍ଗା ଦା ଏଉପ୍‌ |
