| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| rough, up and down | Noun | କୁର୍‌,କାଢ଼ିୟ୍‌ ତା |
| Gid | Noun | ଗିଡ୍‌ |
| round | Adjective | ପ ଗଡ଼ପ |
| round beedi leaves | Noun | ଗାଙ୍ଗା |
| ZIG, A aS ବିଡ଼ି ଉତ୍ତାନାଦ୍‌ | Noun | ବିଡ଼ି ଉତ୍ତାନାଦ୍‌ |
| round head | Adjective | ବଡାଲ୍‌ |
| round wicker basket | Noun | ଟାଟ୍‌-ବୁଟୁଲ୍‌ |
| rounds | Verb | ମିନ୍ଦେ |
| rout | Verb | ଅଡିସାନାଦ୍‌ |
| route, path, way | Noun | ଆର୍‌ |
| rub against | Verb | ନାଲ୍‌ ସାନାଦ୍‌ |
| rubbing | Verb | ଉମିସାନାଦ୍‌ |
| ruffian | Noun | ଆସାଲ୍‌ କୁଦ୍‌ ରଣ୍ଟ,କାୟ୍‌ ମୁଲ୍‌ |
| Gey | N/A | ଗେଯ଼ |
| ruffle, stir up | Verb | ତାନାଦ୍‌-କେଲ୍‌ କ୍‌, କାନାଦ୍‌, କାତାନାଦ୍‌ |
| ruined | Verb | ଲୋନ୍‌ ଚିଞକ୍‌ ଆତ୍‌ |
| rule over | Verb | ଶାସନ ମାଡ଼ାନାଦ୍‌, ନାଡ଼ୂପିସାନାଦ୍‌, ସାଡ଼ୁଟ୍‌ |
| safety | Noun | ବାୟାମ୍‌ ଇଲୁକଟେ ସାୟା ମାନ୍ଦାନାଦ୍‌ |
| safety pin | Noun | ସକ୍‌ କାୟ୍‌,ଉକ୍‌ କୁ ସି.ପିନ୍ନିସ୍‌ |
| sailing | Noun | ଓଡ଼ା ଡୌଦାନାଦ୍‌,ଓଡ଼ା କୁସ୍‌ ପି ମାଞ୍ଜ୍‌ 684 ଆଇଗ |
| sailor | Noun | ବାଡ଼ିୟା ବେଇ |
| algdalsalg | N/A | ଆଲଗଡ଼ାଲସଲଗ |
| saint | Noun | ଦାର୍ମାମ୍‌ ତା ମାନ୍ଦାନ୍‌ |
