| Word in English | Part of speech | Odiya Translation |
|-----------------|----------------|------------------|
| pile up         | Verb           | ବା              |
| piles           | Noun           | ଚ୍ରୋ କା         |
| pilgrim         | Noun           | ବାଗାୱାନ୍ ଆସିଆ |
| ସେଙ୍ଗେ ial GIGI ASA | -     | -                |
| ଉଡ଼ାନୋର୍‌           | -              | -                |
| pill            | Noun           | ମାତ୍‌           |
| pillar          | Noun           | J&,AQ ତାମ୍ ଗୁଞ୍ଜୋ |
| pillow          | Noun           | GIN Al ଗାଡ଼୍‌ |
| pillowcase,bag  | Noun           | ତାଲ୍ ପା ଗାଡ଼୍ ସାନ୍ ଶ୍, ମୂଣା |
| pimples        | Noun           | ମଟ୍ ମେ         |
| pin             | Noun           | GEA, AGE         |
| pinch           | Transitive verb | କିଚ଼ାନାଦ୍, କିର୍ଶାନାଦ୍‌ |
| pineapple      | Noun           | ସପୁରି         |
| pious          | Noun           | ଦେଉଡୁ ନାମ୍ କାମ୍ ତେ ମାନ୍ଦାନୋର୍‌ |
| pirate         | Noun           | ଏର୍ ତା ମାନ୍ଦାନ୍ ଡଙ୍ଗା |
| pit, a cavity  | Noun           | GIG! JQ ଦା      |
| pitch darkness | Noun           | AIG ସିକାଡ଼      |
| ଆତା             | -              | -                |
| pitcher        | Noun           | କୁଣ୍ଡା          |
| pity, kindness | Noun           | AQQ ଜୀୱାମ୍‌      |
| place between the hands | Noun | NG ରେକାନ୍ AQ A ସ୍ତୋଦାନାଦ୍‌ |
| place for feast | Noun          | ପାନ୍ଦୁଲ୍‌         |
| place for palm stone | Noun    | AIS ଦିବା        |
| place for preparing toddy | Verb | କାଲ୍‌ ସାଟ୍, କାଲ୍‌ ae |
| placenta       | Noun           | ପୁଙ୍ଗା         |
| plain area     | Adjective      | AIDA ଭୁଲ୍, ବାୟ୍ ୟୁଲ୍‌ |
