| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| salty | Noun | ଲୁଣି ଉପ୍‌ ପା |
| salute, worship | Verb | ମଡୃକାନାଦ୍‌ |
| salvation | Noun | ଗେଲ୍‌ ସାନାଦ୍‌ |
| sambar deer | Noun | ମାଇମାମ୍‌ |
| sanctify | Noun | ପାପାମ୍‌ କୁଞ୍ଚି ଗେଲ୍‌ ପ୍‌ |
| AGIA | Noun | ସୁବ୍ାଙ୍ଗ୍‌ ଡ଼ି |
| ମାନ୍ଦାନାଦ୍‌ | - | - |
| sand | Noun | ଉସ୍‌ କା |
| saree | Noun | ସିଲେ |
| sat down | Verb | କୁଦି ମାଭା |
| Satan, spirit | Noun | ଦେୟାମ୍‌, ବୁତାମ୍‌, ପାରା |
| ମେଶ୍ବାର୍‌ ପରେ ଓରୋଦାମ୍‌ | - | - |
| ତୁଙ୍ଗାନୋଣ୍ଡ | - | - |
| satisfactorily | Adverb | ସାର୍ଦା ତେ |
| ଇଷ୍ଟାମ୍‌ ତେ | - | - |
| satisfied | Verb | ପାଞ୍ଜାନାଦ୍‌, ସୁମାର୍‌ |
| ଆଦାନାଦ୍‌ | - | - |
| Saturday | Noun | ସାନିୱାରାମ୍‌ |
| sauce pan | ?/୦//୬. | କୋଡ଼େଇ, କୋଡେୟ୍‌ |
| save | Verb | BAR ସ୍‌ ପା, ତାସାନାଦ୍‌ |
| saving | Noun | ସୋସିରି ସିତାଶାନାଦ୍‌ |
| saviour | Noun | FQ ପାଲ୍‌ କୁଞ୍ଚି ଗେଲ୍‌, ପିସାନୋଣ୍ଟ, ଜୀଶୁ ଖ୍ରୀଷ୍ଟ |
| saw | Verb | AQ OB |
| Noun | ରାମ୍ମାମ୍‌ |
| saw dust, husk | Noun | ପୋଲେ, ଚିତ୍‌ |
| CQ | - | - |
| say | Verb | କେଲ୍‌ ଲା, ଞେୟ୍‌ |
| scabies comes out | Verb | ଭୟ୍‌ ତେଡ଼୍‌ @ Qe ଭା |
| scabies, boils | Noun | AQ, AG |
| scale | Noun | 9} ଟଟେ |
| scale-pan | Noun | ତୁଞ୍ଚାନାଦ୍‌ କାଟା |
