| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| false charge | Adjective | ବୋଲିସାନ୍‌ |
| false witness | Adjective | ବୋଲିସାନ୍‌ |
| alg |  |  |
| falsehood | Noun | ବଲା ନାଦ୍‌, ଆପାଦାମ୍‌ |
| faltering | Verb | ଗିତଗତ ଆଦାନାଦ୍‌ |
| familiar | Adjective | Y& ମାନ୍ଦାନାଦ୍‌ |
| family | Noun | କୁଟୁମ୍‌, ଲୋଭର୍‌ |
| famine | Noun | ଆଶ୍‌ କେ ଆଶ୍‌ କେ ଏାଦାନ୍‌ କାଷ୍ଟାମ୍‌-ଦୁମ୍‌ କାଲ୍‌ ଦୁମ୍ରାମ୍‌, ବୂମ୍‌ ଞାତ୍‌, ଏଟେମ୍‌ |
| famous | Adjective | ସାର୍ରେତୋର୍‌ |
| lapal |  | ଅର୍ତ୍ରୁଣ୍ତ ala |
| melt | Verb | ମେଲ୍‌ ତା ଆଦାନାଦ୍‌ |
| fan | Verb | ଗାଲ୍‌ ଗିର୍କା ଉଡାନାଦ୍‌ ତିରିୟିତ୍‌ |
| fang's | Noun | ସିସାମ୍‌ ପାଲ୍‌ |
| far | Adverb | ଦୂରାମ୍‌ ତେ, ଜୂୟି |
| farm | Noun | ୧୦/୮୮. ଟଣ୍ଟା ବାୟୁଲ୍‌ |
| farmer | Noun | ନାଙ୍ଗେଲ୍‌ ଉଡ଼ଦାନାଣ୍ଟ୍‌ |
| farming | Verb | ବୁମ୍‌ ପାଡ଼ିୟ |
| fascination | Noun | ତାପ୍‌ ପୁ ପାଢ଼ିୟ୍‌ ଦା ଇଷ୍ଟାମ୍‌ ମାଡ଼ାନାଦ୍‌ |
| fast | Verb | ଗାପା ଗାପା, ସିଟ୍‌ ,ଜାପ୍‌ ପା ଜାପ୍‌ ପା |
| fastening flowers | Noun | ପୁର୍ଗା କୁର୍ସା, କାସାନାଦ୍‌ |
| fasting | Noun | ଉପାସାମ୍‌, ଆୟ AE, ପ୍ରାର୍ତାନା ତୁଙ୍ଗାନାଦ୍‌ |
| fat baby | Adjective | IQ A AMI dal |
| fat man | Noun | ଲାୱ୍‌ମାନ୍ଦାନ୍‌ ନାରୁଣ୍ତ |
