| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| scales | Noun | ”/୦/. ତୁନିକ୍କି |
| scales of fish | Noun | କିକ୍‌ କେ AQ କ୍‌ କା,କିକ୍‌ କେ ଇଶ୍‌ ମେ,ଭୟ୍‌ କା ଉୟ୍‌ ଶ୍‌ ପାନାଦ୍‌ |
| scaly ant eater | Noun | ଝାଡୁ ମ୍‌ |
| scandalize | Noun | ନେରାମ୍‌ ମାଡ଼ାନାଦ୍‌ |
| scanty | Adjective | ସୁମାର୍‌ AGM ଲେ, ତାକ୍‌ ଓା,କାମ୍‌ ଆତ୍‌ |
| scar | Noun | QS ମାର୍ରା |
| scare | Verb | ଞେର୍‌ ପିସା |
| scarf | Noun | ସାଲ୍‌ କାଲାମ୍‌ ତେ ତାଲାତା ଉତ୍ତାନ୍‌ ସୀଲେ |
| scatter | Verb | ଲୀକାନାଦ୍‌ |
| scent | Noun | ମେଲ୍‌ ତା ଗାବ୍‌, ଓାସ୍ନାମ୍‌ |
| scholar | Noun | ନାର୍ଗେ କାର୍‌ ଶ୍‌ ମାନ୍ଦାନୋଣ୍ଡ,ସାଦ୍‌ ଞ୍ଜି ମାନ୍ଦାନୋଣ୍ଡ |
| scholarship | Noun | ସାଦ୍‌ ାନାଙ୍କ ସାୟାମ୍‌ ତୁଗ୍ଗିଂସାନାଙ୍କ୍‌ ଦର୍କାନ୍‌ ଡାପ୍‌ କ୍‌ |
| school | Noun | ଇସୁକୁଲ୍‌ -ବିଦୟାଲୟ |
| scissors | Noun | କାତ୍ରି |
| scold | Verb | ଞେର୍‌ ପିସା |
| scolding | Noun | ତେନ୍‌ ଶ୍‌ HEAI, ତାନ୍‌ ଜିଭୋନ୍‌ |
| scoop up (flowers) | Noun | ।%/*. ପୂର୍ଗା ତକାନାଦ୍‌ |
| scorching | Adjective | sun light Ad ଏଦ୍‌ ତେର୍ତାନାଦ୍‌ |
| scorpion | Noun | Ag |
| scorpion (big) | Noun | ଏଟି Ja |
| scrape off | Verb | AIG କା ନାଦ୍‌ |
| scrape,grate | Verb | ଗବେର୍‌ କାୟା ଡୁୟ୍ୟାନାଦ୍‌ |
