| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| greasiness | Noun | ବିଦାର୍‌ ମିନ୍ଦେ |
| great | N/A | ୮୯/୮୫ ମେଲ୍‌ ତା,ବାଡ଼ିୟା |
| great bear | Noun | କାଟୁଲ୍‌ ଭକ୍‌ କାକ୍‌ |
| great man | N/A | ?,/6///.. ମେଲତୋଣ୍ଡ , ମେନ୍ତାମାଣୁସୁଣ୍ଠ, |
| greatness | Noun | ମେଲ୍‌ ତା |
| greediness | N/A | ?/୨//,. ଗାଦେମ୍‌ ଆସା ଓାଟାନାଦ୍‌ |
| green | Noun | ପାଛାଙ୍ଗ୍‌ |
| green coconut | Noun | ପାଚ୍‌ ଚି ଗବେର୍‌ କାୟା |
| green fruit | Noun | ପାଚ୍‌ ଚି କାୟା |
| green gram | Noun | ପେସିଲି |
| green jack | Noun | ପାଣ୍‌ ସ୍‌ ପେଣ୍ଡ କ୍‌ |
| greens | Noun | ଟୋଟ୍‌ କୁଚିର୍‌, ଦୋଗେଲ୍‌ |
| greet with folded hands | Verb | ଓାନ୍ଦାନାଲ୍‌, ନମାସ୍କାରାମ୍‌ |
| grey, white hair | Noun | କେଲ୍‌ କୁ ରାଗ୍‌ ରାଗ୍‌ ପାଣ୍ଟ ତା କେଲ୍‌ କ୍‌ |
| grief, sorrow | Noun | ଦୁକ୍‌ କାମ୍‌ |
| grievance | Noun | .16766//× ିଚିନ୍ନ୍ରାମ୍‌ AQ ତ୍ତର୍‌ |
| grieve | Noun | ଦୁକାମ୍‌ ମାଡ଼ାନାଦ୍‌ |
| grievous | Adjective | YAR ARB |
| grind pulses | Verb | €Q ରାନାଦ୍‌ |
| grinder | Noun | ଜାରା କାଲ୍‌-ପିରି, ପେଶିଲି |
| grinding curry-stuff | Noun | କାରାମ୍‌ ନୂରାନାଦ୍‌, ଜାତା କାଲ୍‌ |
| grinding stone for curry-stuff | Noun | କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ କାଲ୍‌ |
