| Word in English | Part of Speech | Odiya Translation |
|-----------------|----------------|------------------|
| astutely | Adverb | ଚାଲାକି ତେ |
| at | Preposition | ତାଗା |
| at 1am | Noun | ନାର୍କା 2& ଗାଣ୍ଡା |
| at 1 pm | Noun | ପାୟାଲ୍‌ AS ଗାଣ୍ଟାଙ୍‌ |
| at 1 0 am | Noun | ପାଦି ଗାଣ୍ଡାଙ୍କ୍‌ |
| at intervals | Adverb | ମାଜେମ୍‌ |
| ମାଜେମ୍‌ | | |
| at ୦୮0୦ | Adverb | ଆସ୍‌ କେ ଆସ୍‌ କେ,ଞଷେଣ୍ଟେନେ |
| at such an early age | Adverb | ଇଚୋଟ୍‌ ସୁଡ଼ୂଲା ଏାୟାଶ୍‌ ତେ |
| at the point of | Noun | ଆଦାନ୍‌ ଲେକେ |
| atheism | Noun | GIGI ତା ନାମ୍‌ କାମ୍‌ AR ଞ୍ଜୋର୍‌ |
| atmosphere | Noun | ସାର୍ରେ ପାକ୍‌ କା ମାନ୍ଦାନ୍‌ ଗାଲ୍‌ |
| atone | Noun | /:୮୮୮. ମାଡ଼୍‌ ତା ପାପ୍‌ ପାମ୍‌ ସେଙ୍ଗେ ଦୁକ୍‌ କାମ୍‌ ଆଦାନାଦ୍‌,ଉଶ୍‌ ରାନାଦ୍‌ |
| attachment | Noun | ପ୍ରେମା |
| attack | Verb | S| ବାର୍ଦାନାଦ୍‌ |
| attentively | Adverb | AQ GIA |
| attract | Verb | ମାନ୍‌ କୀଭାନ୍‌ |
| attraction | Noun | କୋରାନାଦ୍‌ କୋରାନାଦ୍‌ |
| attractive | Adjective | ଇଷଟାମ୍‌ ତେ କୋରାନାଦ୍‌ |
| audacity | Noun | ଗାଟ୍‌ ଟି Ale |
| audible breath | Adjective | ପସ୍‌ ପସ୍‌ ନେସ୍କିଭ୍ତର୍‌ |
| audience | Noun | କୁଦି ମେଣ୍ଡେ କେଞ୍ା ଉଡ଼ାନୋର୍‌ ଡୁଟ୍‌ |
| aunt | Noun | ପୋୟେ |
| auspicious | Adjective | ମେଲ୍‌ ତା |
