| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| Verb | Noun | ଗୁମାମ୍‌ ବାଙ୍ଗ୍‌ ତାସାଟ୍‌ |
| leaves stitched with sharp stick | N/A | N/A |
| Verb | Noun | ମୋରଟ Ale |
| @Q Go | N/A | ମିନ୍ଦେ |
| lecture | Noun | ଗାଟି ମାଟା କେଭାନାଦ୍‌ |
| leech | Noun | ଜେଡିୟା |
| left | Verb | ରଡା ପାକା,ଞିଡ଼୍‌ ସ୍‌ ତୋଣ୍ଟ |
| left hand | Noun | ରଡାକାୟ୍‌ |
| left leg | Noun | ରଡାକାଲ୍‌ |
| leg | Noun | କାଲ୍‌ |
| leg of a cot | Noun | କୋସୁଲ୍‌, କାଳୁଲ୍‌ କାଲ୍‌ BEA |
| legend | Noun | ମୁନ୍ନେଟୋର୍‌ ମାଟା ,ଗଟି |
| legs | Noun | କାଲ୍‌ କ୍‌ |
| legs of cot broken | Noun | AQ & ଆତା କାଟୁଲ୍‌ କସୁଲ୍‌,(କାଲ୍‌) |
| leisurely | Adjective | ଆୟେ ARI, @S ମିନ୍ଦାନ୍‌ |
| lemon tree | Noun | ରିମା ମାରା |
| lemon juice, lime | Noun | ରିମାକାୟା ପିରାନାଦ୍‌,ରିମ୍‌ ମା ଏର୍‌ |
| lend — | Noun | ବାକି ଭଦାନାଦ୍‌ |
| lengthened ,big size),till last | Preposition | କାଡତୁଞେଲ୍‌ ତାଙ୍କ |
| lengthwise | Adjective | GAG |
| leopard | Noun | କୁକାଲ୍‌ ଗୋଣ୍ଣ୍ରାସ୍‌ |
| leopard roars | Noun | କୁକାଲ୍‌ ଢୁର୍କ୍‌ କେୟିତା |
| leprosy | Noun | କୁସ୍‌ ଟି, ମାଢା ରୋକାମ୍‌ |
| less | Adjective | ତାକୱଁ, କାମ୍‌ |
| lesson | Noun | ପାଠ୍‌ |
| lest | Connective | ଅକାଓେଲେ |
