| Word in English | Part of Speech | Odiya Translation |
|-----------------|----------------|------------------|
| dwelling        | Noun           | ମାନ୍ଦାନ୍‌, ବାତ୍‌ କାନ୍‌ |
| ପଡ଼ିୟ୍‌           |                |                  |
| dwelling in a forest | Noun. | ଗାଗାତା ମାନ୍ଦାନାଦ୍‌ |
| dye hair        | Noun.          | କେଲ୍‌ କ୍‌ AI Ale  |
| AI ଡାଦାନାଙ୍କ୍‌ ଆାଟାନାଦ୍‌   |                |                  |
| dyeing          | Noun.          | AGL BIE AIGI      |
| dying           | Noun.          | Sm ଲାନ୍‌ ଲେକେ ମାନ୍ଦାନାଦ୍‌ |
| dysentery      | Noun.           | ସୁରୁ ସୁରୁ ପେଲ ମିନ୍ଦେ |
| economical      | Verb.          | ଡାପ୍‌ କ୍‌ AR AQ  ସ୍‌ ତାସାନାଦ୍‌ |
| economy         | Noun.          | 66m BIR, AIAI ସାର୍ରେ Je ପାନାଦ୍‌ ତେର୍ସ୍‌ ପାନାଦ୍‌ ଞ୍ପସାୟାମ୍‌ ତା ମାଟା |
| eczema          | Noun.          | କୁଲୁମ୍‌ ପେୟ୍‌ ସି ଓାଦାନ୍‌ କୁରୁପୁ |
| edge            | Noun.          | ଗୋଡ଼୍‌, ମୂଲା          |
| effigy          | Noun.          | ମୂର୍ତି, ବମ୍‌ ମେ      |
| egg             | Noun.          | ଗାର୍ବମ୍‌ ale          |
| eight           | Numeral.       | ଏନୁମିଦି, ଆଟ୍ୋ         |
| eighteen        | Adjective.     | AIAG               |
| eighty          | Numeral.       | ଏନୁବେୟ୍‌               |
| either..or      | Correlative    | connective. ଇଦ୍‌ ଆୟ୍ୟୋ ଆଦ୍‌ |
| elaborate       | Adjective.     | AIGA ମଭାମ୍‌ ad  |
| elbow           | Noun.          | FB କାୟ୍‌           |

Note: In cases where multiple Odiya translations were given, they have been separated by commas and listed under the same column.
