| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| ଓାଟାନ୍‌ | Noun | ଗୋଣ୍ଟାମ୍‌ |
| arum | Noun | ହେମା ମାଟି |
| as | Coordinating connective | ବେନ୍‌ ଲେକାନ୍‌ |
| as aresult of | Noun | ଆାତ୍‌ କାଡୁ,ଓାତ୍‌ କେ |
| as if | Subordinating connective | 6ବେଲେ ଆଲେ |
| as soon aS_ | Correlative connective | ଆଶ୍‌ କେ Ald, କେ |
| as well | Subordinating connective | ମେଣ୍ଡେ ବା |
| 85...ଧ8 | Correlative connective | ଆଲେକେ |
| ascent | Verb | ତାର୍‌ AIRIE |
| ash | Noun | ବୁଡ୍‌ ଦି |
| ashame | Adjective | AG] ବାର୍ତୋନାଦ୍‌ |
| ashes | Noun | ଆକାର୍‌ ମାଡ୍ଜି ଆତ୍‌ |
| aside | Adverb | ଅଣ୍ଡୋୟ୍‌ ପାକ୍‌ କା |
| ask | Verb | କେସ୍‌ ଉଡ଼ାନାଦ୍‌ |
| ask about a person | Verb | @1@I ତୁଙ୍ଗା |
| ask for | Verb | UR ଲିସାନାଦ୍‌ |
| ass | Noun | ଗାଡ଼୍‌ ଦେ |
| assemble | Verb | ଗୁଡାନାଦ୍‌ |
| association | Noun | ସର୍ରାତୋର୍କିଙକ୍‌ ସାୟାମ୍‌ ଉଡ଼ାନ୍‌ ସାଙ୍ଗାମ୍‌ |
| asthma | Noun | ନେସ୍‌ କାନାଦ୍‌ କାଷ୍ଟାମ୍‌ ଆଦାନାଦ୍‌ |
| astonishing | Adjective | @Q@I¢ ପୋୟ୍‌ 6AIQ |
| astringent | Noun | ଅଗର୍‌ |
| astronomer | Noun | ମୁନ୍ରେଟ୍‌ ପେର୍‌ କେଟ୍‌ ମାଟା କେତାନୋର୍‌ |
| astronomy | Noun | ପାଞ୍ଚେଗା |
