| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| awake | Verb | ତେଦିସାନାଦ୍‌ |
| aware | Noun | ପୁନ୍ଦାନାଦ୍‌ |
| away | Adverb | ଦୁରାମ୍‌ ତେ |
| awe | Noun | ବାକ୍‌ ତି ତେ IQ ରେଲାନାଦ୍‌ |
| badly | Adverb | MAIQ ତେ |
| bag | Noun | ମୂଣା, ସାଞ୍ଚ୍‌ |
| baker | Noun | ରୋଟି ଆମ୍‌ ମାନୋଣ୍ତ |
| balance | Noun | କାର୍ସ୍‌ ଆଭା ପେର୍କେ ମିଗାଲ୍‌ ତାଦ୍‌<br>Noun | ତୁନ୍‌ କି |
| balcony | Noun | ମେଡ଼ା ଲୋତ୍‌ ଗଡ଼ା |
| bald head | Adjective | ଟେକ୍‌ କା, ପୋଡା |
| Balearic myrobalam tree | Noun | ତାହାକା ଟାଣି |
| ball | Noun | କାର୍ସାନାଦ୍‌ ବଲ୍‌, ବାନ୍ତ୍‌<br>Verb | ଗୋଙ୍ଗା |
| ball of rice or 1110 | Verb | ଗୋଙ୍ଗା |
| ball of thread | Noun | gm QB! |
| balsam | Noun | ଟଗର୍‌ ଏଟ୍‌ |
| bamboo | Noun | ସୈଦୁର୍‌ |
| bamboo basket | Noun | ଗାମ୍ା, କୁଶ୍‌ ଶା |
| bamboo mat | Noun | ସାମ୍‌ ପା, ଟାଟ୍‌ |
| bamboo tree | Noun | ହିଦ୍‌ |
| banana fruit | Noun | 6@¢1 Als |
| banana tree | Noun | କେଡ଼ା ମାଡ଼ା |
| bandage | Noun | ମାତ୍‌ ଓାଟି ତୋଉାନାଦ୍‌, ମାର୍‌ ସୀଲେ |
| bandi ୦୦୦୮ rat | Noun | ମୁସ୍‌ ଚେଟେଲ୍‌ |
| bangle | Noun | ଗାଜୁମ୍‌ |
