| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| without any work (she was eating) | Verb | କଟେନ୍‌ (କୁଦିକେ ତିନ୍‌ ଜ ମାତା) |
| without fail | Adjective | ତାପୁ କୁଟେ, ତାପୁକୁଣ୍ଟାମ୍‌ |
| without tired | Adverb | Ulag କୁଟେ |
| withstand | Verb | ଆଡାମ୍‌ ଓାଟାନାଦ୍‌ |
| witness | Adjective | AE ତା ସାକ୍‌ କି |
| woe | Noun | ୟାୟୋ,ୟଓ୍‌ ଞୋ |
| wolf | Noun | ଟଣ୍ଡେଲ୍‌ |
| woman | Noun | ନାଟାଡ଼,ମୁରେ |
| women | Noun | AGA FICS! |
| womens are playing | Verb | ଆଓ୍‌ କାରସ୍‌ ମିନ୍ଦା |
| won't fight(shout) | Verb | ରାମୁକୁ ମାଡ଼ନ୍‌ |
| won't lust | Verb | ମାଲରତିନ୍‌ ସାମାନ୍‌ ତିନ୍‌ଆଶା ତୁଙ୍ଗ ମା |
| wonder | Noun | ଓ ୟାୟୋ |
| wood | Noun | ଞେର୍‌ କ୍‌ |
| wood oil | Noun | ଞେର୍‌ କିନ୍‌ ନିୟ୍‌ |
| wood pecker | Noun | ବେରିୟା କିର୍‌ |
| ale yam | Noun | ନୋଶ୍‌ କା ମାଟ୍ଟି |
| yard | Noun | ପାଲାମ୍‌ ଆଙ୍ଗାଡ଼ |
| yawning | Verb | ତିସାନାଦ୍‌, ତୁଙ୍ଗାନାଦ୍‌ |
| year | Adjective | ଏଣୁ ,ସାନ୍‌ ସାରାମ୍‌ |
| yellow | Noun | ପାଶ୍‌ ପ୍‌ AIL, SIF] କ୍‌ ରାଙ୍ଗ୍‌ |
| yellow powder | Noun | ପାସ୍‌ |
