| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| previous day | Noun | ମୁନେଟ୍‌ ରୋଜ୍‌ |
| prey | Verb | ଞେଣ୍ଟୀ ମାଡ଼ାନାଦ୍‌ |
| price | Noun | ମୋଲା |
| prices are falling | Verb | ରେଟ୍‌ |
| କାମ୍‌ ଆଦାନାଦ୍‌ |  |  |
| prick | Noun | କୟ୍‌ ଗିତ୍ତାନାଦ୍‌ |
| prickly heat | Noun | AFAR |
| pride | Noun | କୁୱାମ୍‌ |
| priests | Noun | GR ରୀର୍‌ |
| prince | Noun | AIIFIE ମାର୍‌ |
| princess | Noun | ରାଣି |
| principal | Noun | ସ୍‌ QM କାଲେଜ୍‌ |
| ପେଦାଲ୍‌,ବେଡ଼ୟା ଗୁରୁ |  |  |
| AIGA |  |  |
| principle | Noun | ନିୟାମ୍‌ |
| prison | Noun | ଜେୟିଲ୍‌ |
| prisoner | Noun | ଜେୟିଲ୍‌ ମାନ୍ଦାନୋଣ୍ଡ |
| prisoner of war | Noun | ଗାୟ୍‌ ତ୍‌ |
| ମିନ୍ଦେର୍‌,ଗଡୂଏା ତେ-ମୁଣ୍ଡାୟ୍‌ |  |  |
| ମିନ୍ଦେ- ଜେଲ୍‌ ତେ ମାନ୍ଦାନୋଣ୍ଡ |  |  |
| private | Adjective | ଅଣ୍ଡାରେ ସେରେ |
| ମାନ୍ଦାନାଦ୍୍‌,ସନ୍ତା |  |  |
| privately | Adverb | ଅଣ୍ଡୋୟ୍‌ ଆସି |
| ଞ୍ଚେରେ ପଡ଼ି ୟ୍‌ ଦା ମାନ୍ଦାନାଦ୍‌ |  |  |
| prize | Noun | ପୁରାଶ୍‌ କାର୍‌,ସାମାନ୍‌ |
| problems | Noun | IQ କ୍‌ |
| proceed | Verb | ଆନ୍ଦାନାଦ୍‌,ତୁରୁସାନାଦ୍‌ |
| procession | Noun | ମୂଲ୍‌ ନାରୂର୍‌ |
| ଆର୍‌ ଦେ ପେକେ ପେକେ |  |  |
| ଆନ୍ଦାନାଦ୍‌ |  |  |
| proclamation | Noun | ସାର୍ର।ତୋର୍‌ |
| କିଙ୍କ୍‌ କେତାନାଦ୍‌,ବୁକ୍‌ କାର୍‌ |  |  |
| ଆଦାନାଦ୍‌ |  |  |
| prodigal | Adjective | @160 କାର୍ସ |
