| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| Adjective. N@ AIG | Adjective | କେଦୁମାନାଦ୍‌ |
| drive out,to chase away | Transitive verb | ତଲ୍‌ |
| al,deal | Noun | - |
| driving | Adjective | 18 ନାଡ଼ସ |
| ମିନ୍ଦେ,ବାଣ୍ଡି ଓସମିନ୍ଦେ | - | - |
| drizzle | Noun | ତୁୱା Gl |
| ଓାସମିନ୍ଦେ,ମୁସୁର୍‌, | - | - |
| drizzling | Noun | ଏର୍‌ ମିଟିତ୍‌ |
| drone | Noun | ପୋତ୍‌ AGE ଏସି |
| drop | Verb | IQ GIG ତା |
| drop down | Verb | ତେଗ୍‌ ଗି ରାଲାନାଦ୍‌ |
| drops,dose | Noun | ବଟ୍‌ କ୍‌ |
| drought | Noun | ମୁରୁଡି ଆତ୍‌,ଏ|ଟେମ୍‌ |
| drowsiness | Noun | କୂର୍‌ କାନାଦ୍‌ |
| druggist | Noun | ମାତ୍‌ ଆମ୍‌ ମାନୋଣ୍ଡ |
| drum | Noun | ଡ଼ୋଲା |
| drummer | Noun | ଡୋଲିର୍‌,ଡୋଲା ଏନ୍ଦନର୍‌,ଡଲା ଞ୍େନ୍‌ ସାନୋଣ୍ଡ |
| drumstick | Noun | ` ?/୦///. ମୁଲୁଙ୍ଗା |
| drumstick tree | Noun | ମୁଲୁଙ୍ଗା ମାଡ଼ା |
| drunk | Noun | କାଲ୍‌ ABIFIE-AQ AIR, AC କାଲ୍‌ AIM କାଲ୍‌ |
| drunkard | Noun | ଜାପ୍‌ ଡେ,ଟଟ୍‌ ଲି |
| drunken (mood) | Noun | ନିସା |
| dry land | Adjective | କାଲିବୂମ୍‌ ,ଆଶ୍‌ ଶାମ୍‌ ବୂମ୍‌ AI ICSI -GIQl ବୂମ୍‌ |
| dry leaves | Adjective | IQ ଆକ୍‌ କି,ଏଭା ଆକ୍‌ କି |
| dry up | Verb | AE କି,ଇର୍‌ କ୍‌ କି ଆଭା |
