| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| viper | Noun | ଉସ୍‌ ଆଲଗ |
| Virgin | Noun | ପେଲ୍‌ ଆଦିଲ୍‌ ଓ ଓଢ୍‌ |
| ନାଟାଡ଼୍‌, ଜୀଶୁନ୍‌ ୟାୱ୍‌ | Noun | ଗଲ କି ଜୀବନି |
| ମାରିୟାମ୍‌ | Noun | ମାରିୟାମ୍‌ |
| virtue | Noun | ପୁଣ୍ୟାମ୍‌, ସାୟାମ୍‌ |
| ,ମେଲ୍୍‌ ତା | - | - |
| vitality | Noun | ଜୀବନି ତ୍‌ ସାମ୍‌ |
| vixen | Noun | ଡାଡ଼ା ଗର୍‌ କା |
| vocal card | Noun | ବୋଣ୍ଡ କି ଇନା |
| ଏାଦାନାଦ୍‌ | - | - |
| voice | Noun | ଅର୍ଥବାଣୀ |
| voluntarily | Adverb | ଲାଭାମ୍‌ ଦ୍ୱାରା |
| କଟେ ତାନ୍‌ ସନ୍ତା ଇଷ୍ଟାମ୍‌ ତେ | - | - |
| 6AEI ମାଡ଼ାନାଦ୍‌ | - | - |
| volunteer | Noun | ଲାଭାମ୍‌ ଦ୍ୱାରା |
| କଟେ ତାନ୍‌ ସନ୍ତା ଇଷ୍ଟାମ୍‌ ତେ | - | - |
| ମାଲ୍‌ AGS କିଙ୍କ୍‌ ସେୱା | - | - |
| ମାଡ଼ାନୋର୍‌ | - | - |
| vomiting | Verb | କାକି ତଣ୍ଡ, ଗାଟ୍ଟି |
| ପର୍ଟୋମିନ୍ଦୋଣ୍ଡ | - | - |
| vulture | Noun | ଡାମୋର୍‌ |
| walk in | Verb | ଲୋପାଲ୍‌ ଆନ୍ଦାନାଦ୍‌ |
| walk off | Verb | କୋପାମ୍‌, ଆଲ୍‌ ଏାଶ୍ୟା |
| ଆସ୍‌ ଦାୟାନାଦ୍‌, ଆନ୍ଦାନାଦ୍‌ | - | - |
| walk with stick | Connective | ଡୁଡ଼୍‌ଉର୍‌ କୋର୍‌ |
| ,ଉଶ୍‌ ଶୋଆଞ୍ଜୋମିନ୍ଦୋଣ୍ତ | - | - |
| walks ୮୮ | Noun | ନାଟା, ତାକି ତାକି |
| wall | Noun | ନାଟା, ଦାଡ଼ିୟ |
| wall clock | Noun | ଦାଡ଼ିୟ୍‌ ଘଡ଼ୀ |
