| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| the patient is unable to sit up | Verb | ରୋଗିନୋଣ୍ଡ |
|  |  | ତେଦାଲୋଣ୍ଟ |
| the place between two houses | Noun | AGRI ACR ,ସାନ୍ଦ୍‌ |
|  |  | ମିନ୍ଦେ |
| theft | Noun | ଡଙ୍ଗାନାଦ୍‌ |
| their(far)(possessive) | Pronoun | AAI, BAI |
| theirs(near)(possessive) | Pronoun | MAI |
| them | Pronoun | AIR |
| them(near) | Pronoun | AAG |
| themselves | Pronoun | ଉରେ ନିଜେ, ASI ସନ୍ତା ତାମ୍‌ ତାମ୍‌ |
| then | Coordinating connective | ଆ ସୁଟେ, ଆସ୍‌ |
|  |  | କେ |
| thence forth | Adverb | ଆ ସାମାୟାମ୍‌ |
|  |  | କୁଞ୍ଚିନନୁଞ୍ଚି |
| thence, there from | Adverb | ଆଗା |
|  |  | କୁଞ୍ଚିନନୁଞ୍ଚି |
| there | ୮୦୮୨ | ଆଗେ |
| thereafter, thereby | Adverb | ଦାନ୍‌ |
|  |  | ପେର୍କେ |
| therefore | Connective | ଦାନ୍‌ |
|  |  | ସେଗେଂ,ଆନ୍ଦ୍‌ କେ,ଆଦିଂ ମାଇଦିଂ |
| therein | Adjective | GIR ନାଡ଼ୂମେ |
| thereof | Adverb | ଆଞିଷାୟାମ୍‌ ତେ |
| therewith | Adverb | ଦାନ୍‌ |
|  |  | ତୋଡ଼େ, ଟୋଣ୍ଟେ,ସାଙ୍ଗେ |
| thermometer | Noun | ମେନ୍ଦୁଲ୍‌ ଞେଡ଼୍‌ |
|  |  | ଏଡ଼୍‌ କ୍‌ ବେଚୋଟ୍‌ ACH କଲୁସାନାଦ୍‌ |
| these all | Adjective | UlG ସାରେ |
