| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| nod (head) | Verb | ତାଲା ଗୁଞ୍ଜାନାଦ୍‌ |
| noised | Noun | AIG ରାମ A RECA |
| noiselessly | Adverb | ଚାମ୍‌ 6@ CUE |
| non vegetarian | Noun | $8 QQ Gl oa |
| non violence | Adjective | କୋପାମ୍‌,ଆଲ୍‌ ଲାମ୍‌ AR GI |
| non-co-operation | Noun | କାଲିୟ୍‌ କଟ୍‌ ଏରାନାଦ୍‌ |
| noon | Noun | ମାଦ୍‌ ନାମ୍‌ CGEM |
| normally | Adverb | ବେଶ୍‌ କେ ବା ,ନିୟାମ୍‌ ତେ,ରଲ୍‌ ତେ |
| nose | Noun | ମସର,ମୋସରି |
| nosering | Noun | ମସର୍‌ ମୁଦା କାମ୍ମେ |
| nostrils | Noun | ମସେର୍‌ -ନେଶ୍‌ କାଡ୍‌ ତ୍‌ ପଡ଼ିୟ୍‌ |
| not | Noun | ଆୟ୍ୟୋ,ଇଲ୍‌ ଲେ |
| not properly functioning | Adjective | AAI ନାଡ଼ତାଟାମ୍‌ ଇଲେ |
| not accept | Verb | ଅପ୍‌ ପୋର୍‌ |
| not available | Adjective | ANGI |
| not clear(water)impure | Noun | କାଲ ସ୍‌ |
| not digest | Adjective | UIQ Ye ଆଦିଲ୍ଲେ |
| not enough space | Adjective | ପଡ଼ିୟ୍‌ ପୟ୍‌ |
| object | Noun | ଆଲ୍‌ A, YS ଆର୍ଦାମ୍‌ ,ମାଟା |
| obscenity | Noun | ଆଡୁଗୋଲ୍‌,କାସି |
