| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| verb | Noun | ଏଡ଼ସ୍‌ ମାନ୍ଦାନାଦ୍‌ |
| beard | Noun | ଗାଡମ୍‌ |
| bearded man | Noun | ଗାଡମ୍ପାନ୍ଦାନୋଣ୍ଡ |
| beast | Noun | ଗାଗା ଜୀଞା ଜନ୍ତୁ |
| beat the drum | Verb | ଡଲା ଏନ୍ଦାଟ୍‌ |
| GIG | Noun | ସାନାଦ୍‌ |
| beating, slap | Noun | ଓାଡ଼ସ୍‌ ପାନାଦ୍‌ |
| beatitude | Noun | ନାର୍ଗେ ସୁକ୍‌ କାମ୍‌ |
| beautiful | Adjective | ସୋକ୍‌ ସାୟାମ୍‌ |
| beauty mark | Noun | eq |
| became tired | Adjective | ଆୟ୍‌ Gel |
| because | Connective | ବାତ୍‌ କ୍‌ ME କେ |
| because of | Subordinating Connective | ଆଦିଙ୍କ ମାଇଦିଂ |
| become | Verb | ଆସ ମିନ୍ଦେ |
| become contracted | Adjective | AR କାମ୍‌ ମୁର୍‌ ତୁଙ୍ଗାନାଦ୍‌ |
| become flat | Noun | ଲୋଟ୍‌ Ale |
| become weak | Adjective | AQ a ଆନ୍ଦାନାଦ୍‌ |
| become wormy | Verb | ପାଣିକୁଲି ଆତ୍‌ |
| becoming fat | Adjective | ବାଲସ୍‌ ତଣ୍ଡ |
| bed | Noun | ପୋଲଙ୍କ୍‌ କାଟୁଲ୍‌ |
| bed cover | Noun | AIG କାତ୍‌ ଦୁପଡ଼୍‌ |
| bed sheet | Noun | ଦୁପୋଡ଼୍‌ |
| bed stead | Noun | ବାଲାନ୍‌ ବେଢ଼ିୟା କାଟୁଲ୍‌ |
| bedding | Noun | ପାଡ଼୍‌ କା ସାମା |
| bedroom | Noun | ପାଟ୍ଟାନାଙ୍କ୍‌ ଗାତ୍‌ |
