| English Word | Part of Speech | Odia Translation |
|--------------|----------------|-----------------|
| departure    | Noun           | ପେୟୁ ଆନ୍ଦାନାଦ୍‌                 |
| dependent    | Adjective      | (IM ଅର୍ତୁଣ୍ଢ କିଙ୍କ୍‌ ପର୍ରେ ନାମ୍‌ କାମ୍‌ |
| AIS          | Noun           | ମାନ୍ଦାନାଦ୍‌                         |
| deposit      | Verb           | ସୋସିରିଞ୍ଚି ତାସାନାଦ୍‌                  |
| depth        | Noun           | ଗଭୀରତା                             |
| derived from | Verb           | ବେଗା କୁଞି ୱାଦାନାଦ୍‌                  |
| descendant   | Noun           | ଦାଦୋନ୍‌ ନାରିନ୍‌ ମୁନ୍ନେଟ୍ଟାଦ୍‌,            |
| descent      | Noun           | ଡିଗାନାଦ୍‌                         |
| desert       | Noun           | ସାତ୍‌ ବୂମ୍‌ AQ ସି ଆନ୍ଦାନାଦ୍‌            |
| desire       | Noun           | ଇଷ୍ଟାମ୍‌, ଆଶା,                    |
| desire to relish a dish | Noun | ଗୁସ୍‌ କୁ ମିଣଙ୍ଗାନାଦ୍‌ |
| despair      | Noun           | ଆଲ୍‌ ପିନେ ମାନ୍ଦାନାଦ୍‌                |
| despatch,send | Verb           | ରୋଶି ଦାନାଦ୍‌, ଲୋସିଦାନାଦ୍‌         |
| despise someone | Verb         | ବଲ୍‌ ଲିସାନାଦ୍‌                     |
| destroy      | Verb           | ନାଷ୍ଟାମ୍‌ ମାଡ଼ାନାଦ୍‌                |
| destructive  | Adjective      | ନାଷ୍ଟାମ୍‌ ମାଡ଼ାନାଦ୍‌                |
| detected     | Noun           | ତାପ୍‌ ପୁ ଦର୍କ୍‌ ତା                   |
| determination | Noun          | ପାଡ଼ିୟ୍‌ ଦେ କାଟିଙ୍କ୍‌ ମାନ୍ଦାନାଦ୍‌         |
| devil        | Noun           | ବୁତାମ୍‌                            |
| devotee      | Noun           | ପେଣ୍ଡଲ୍‌ ଆୟ୍‌ କଟେ ବାଗାୱୀନ୍‌ କିଙ୍କ୍‌ ନାମ୍‌ ମି ମାନ୍ଦାନୋର୍‌ |
| devotion     | Noun           | ଗାଟ୍ି ବାଗାଓାନାଗା ନାମ୍‌ କାମ୍‌ ମାନ୍ଦାନୋନ୍‌ |
| devout       | Adjective      | ଦାର୍ମାମ୍‌ ତେ ମାନ୍ଦାନୋଣ୍ଟ, ଦାର୍ମାମ୍‌ ତା ସହିଷ୍ଣୁତା |
