| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| find out | Verb | ଦର୍କାନାଦ୍‌ |
| find | Transitive verb | ମେକାନାଦ୍‌, ମେଙ୍ଗାନାଦ୍‌ |
| fine | Noun | ସାୟ୍‌ ମିନ୍ଦେ |
| fine flour | Noun | ମାୟ୍‌ ଦା ପିଣ୍ୃ |
| fine linen cloths | Noun | ରାଜାଲୋର୍‌ ଭର୍ଶାନାଦ୍‌ |
| fine money for defeated cock | Noun | ଡାପ୍‌ କ୍‌ କାସାନାଦ୍‌, କାସିକା |
| finger | Noun | ଓଡ଼ଞା୍‌ |
| finger nail | Noun | ଗୋରୁ, ଇଡୁଞ୍ଜ କ୍‌ |
| finished | Verb | ତେଉାଁ, ଆକାରାତା |
| fire | Noun | @Q |
| fire fly, glow worm | Noun | ମିଡ଼କସ୍‌ |
| fire wood | Noun | କିସ୍‌ ମାସାନ୍‌ ଞେର୍‌, କି, କିସ୍‌ କୁଟ୍‌ |
| firm |  | ୮୮୮୮, ଟେଙ୍ଗ୍‌ |
| first | Noun | ମୁନ୍ନେ |
| firstly | Adverb | OR AR,AY, AOR, AER |
| fish | Noun | ୧୨୮୧/୮, କୀକେ, କୀକି |
| fish basket | Noun | MR କେ ବୁଟୁଲ୍‌ |
| fish catcher | Noun | @16@ AA, ଦାନୋଣ୍ଟ, କୀରା |
| fish curry | Noun | କୀକେ କୁଚିର୍‌ |
| fishing rod | Noun | ଗାଲାମ୍‌ |
| fist of hand | Noun | JQ ପୟ୍‌ ଭା |
| fit | Adjective | AD, IQ କ୍‌ |
| fits, convulsions | Noun | କୁନ୍ଦେଲ୍‌, 6GQ,S" ଟାମ୍‌ |
| five | Noun | ଆୟ୍‌ ଦୁ |
| five hundred | Noun | ଏଇଙ୍ଗ-ଆୟ୍‌ ଦୁ |
| onda |  |  |
