| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| born | Verb | ତାଦ୍‌ |
| born again | Adjective | 6AEBIR |
| born blind | Noun | କାନାଲୋର୍‌ |
| borrow | Verb | ବାକି ତାଭାନାଦ୍‌ |
| boss,master | Noun | ମାଲିକ୍‌ |
| both..... and | Correlative Connective | ଇଦ୍‌ ନୂ ଆଦ୍‌ |
| bottle ` | Noun | ଏର୍‌ ତାସାନ୍‌ ଡାବା |
| bottle gourd | Noun | ବୁର୍କ୍‌ କାୟା |
| bottom | Adverb | ଆଡୁଗେ |
| bouquet of flowers | Noun | ପୁଙ୍ଗାର୍‌ |
| bow | Noun | ଞ୍ଲ୍‌-ଞିଲ୍‌ କୁ |
| bow down | Verb | ମାଡ଼୍‌ କି Ag |
| bowl | Noun | GE |
| bowstring | Noun | ନାରେମ୍‌ |
| box | Noun | ପେଟି |
| boy | Noun | ପେକାଲ୍‌ |
| boyhood | Noun | ପିଲାନ୍‌ |
| bracelet | Noun | AIG |
| braidinghair | Noun | ଜାଡ଼ା ଓାଟାନାଦ୍‌ |
| brain | Noun | ମେଦର୍‌ |
| branch of a tree | Noun | ଗାଲାନ୍‌ |
| branchout | Noun | କମ୍‌ ମା ଆଦାନାଦ୍‌ |
| brass | Noun | ଭତେଲ୍‌ |
| brass basin | Noun | ଗିନି ପିଲ୍‌ ଲା |
| brass ware | Noun | କାନ୍‌ ସ୍‌ QE |
| brass water pot | Noun | @6@ କୁଣ୍ଡା |
