| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| ରାଲାନ | Adverb | ଆଦ୍‌ |
| after wards | Adverb | ପାୟା |
| afternoon | Noun | ମାଦ୍‌ ନାମ୍‌ |
| again | Connective | ମେଣ୍ଡେ |
| Adverb | N/A | ମେଣ୍ଡୋନ୍‌ ଦାମ୍‌ |
| against | Adposition | ୱରୋଦାମ୍‌ ତେ |
| agreement | Noun | ରାଜି ଆଦାନାଙ୍କ୍‌ ମାଟା |
| ague | Noun | G18 କାନ୍‌ NIG କ୍‌ |
| ah pain | Interjection | ଓ ୟାୟ |
| ahead | Adverb | ମୁନରେ |
| aim | Noun | YQ AA ସି AGA ମାଡ଼ାନାଦ୍‌ |
| air force | Noun | ମାବିନ୍‌ ସୟ୍‌ ନୁର୍କ |
| 818010 | Interjection | ଆଲେ |
| alcoholic | Adjective | ଓଶ୍‌ |
| alert | Adjective | BOR |
| alive | Noun | ବାତ୍‌ GIGI |
| all | Adjective | EEG ଆନ୍ଦର୍‌<br>Noun. ସାରେ |
| all hail | Interjection | ମେଲ୍‌ ତା ଆୟି |
| all in all | Adjective | AIGA |
| all right | Adjective | ସାରି ସାୟା ଆତ୍‌ |
| all that | Noun | ସାରେ |
| allopathy | Noun | ଡାକ୍‌ ଟାର୍‌ ମାତ୍‌ ତିନ୍ଦାନାଦ୍‌ |
| allotment | Noun | ବାଗାମ୍‌ ସାର୍ଦୀଦାନାଦ୍‌ |
| almirah | Noun | ଆଲ୍‌ ମିରା, ବିରୋ |
| almond | Noun | ବାଦାମ୍‌ ସେଲେଙ୍ଗା |
| almost | Adverb | ବେଚୋଟ୍‌ ସୁମାରେ ଆଦାନାଦ୍‌ |
| aloe | Noun | ପାଦ୍‌ କୟ୍‌ ୟେ |
| aloft | Adverb | ag |
