| Word in English | Part of Speech | Odiya Translation |
|-----------------|----------------|------------------|
| closely         | Adverb         | ଗାଟି ଦାଗେରେ,ମୟ ରେ |
| cloth           | Noun           | ସୀଲେ |
| cloth washing   | Noun           | ଗୁଡ଼ା ଉକୋମିନ୍ଦେଣ୍ଡ |
| cloud           | Noun           | ମେଗାମ୍‌ |
| cloudy day      | Adjective      | AIQ ମେଗାମ୍‌ ପୟ୍‌ ଶ୍‌ Aaie ଆଶ୍‌ ମାନ୍ଦାନ୍‌ ରୋଜ୍‌, ଦିନ |
| cluster beans   | Noun           | ବର୍ଗଟି |
| clusters        | Adjective      | BQ ଗୁଚେଲ୍‌ |
| operation       | Noun           | କାଲିୟ୍‌ CAMA ମାନ୍ଦାନାଦ୍‌ |
| coagulate       | Verb           | ଆଣ୍ଟି ମାନ୍ଦାନାଦ୍‌ |
| coal            | Noun           | ୧୨/୦/୮୮. ବୁଗୁ, ବୋଗି |
| coarse rice     | Adjective      | MIG Gail |
| cock            | Noun           | NEA, GCE |
| cock bird       | Noun           | କର |
| cock crows      | Noun           | କକରେଟ AE କୁସିତା କର୍କ୍‌ |
| cock's comb     | Noun           | କୂକଡ୍‌,କୂକୂର୍‌ = |
| cockroach       | Noun           | ବାର୍ଦେଁ ପୃଡି,ଦୁ୍‌ a |
| coconut         | Noun           | ଗବେର୍‌ କାୟା,ନାଡେଲ୍‌ |
| coconut oil     | Noun           | ଗବେର୍ନୀୟ,ନାଡେଲ୍‌ ନୀୟ୍‌ |
| coconut scrapper| Noun           | ଗବେର୍‌ ବାଦା SR କୀଶ୍‌ କାନାଦ୍‌ |
| coconut tree    | Noun           | ଗବେର୍‌ ମାଡ଼ା |
| coins           | Noun           | ଚିଲାର୍‌ ପାଇସା |
| coir            | Noun           | ଗବେର୍‌ ଟଟେ |
| coke            | Noun           | AQ ତା ମାସ୍‌ ବୁଗ୍‌ all |
| cold            | Verb           | ଆଲାଙ୍ଗ |
