| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| strong pillar | Noun | କମ୍‌ ରାମ୍‌, ଗୁନ୍‌ ଜେ |
| struck | Verb | ପାନ୍‌ କ୍‌ କାନାଦ୍‌ |
| stubborn | Noun | AQ ଆଦାନାଦ୍‌ |
| stubbornness | Adjective | ଗାଡ୍‌ |
| stump, stump of bamboo | Noun | ସେଦୁନ୍‌ ଅଥବା ଗୁଟ୍‌, ମଟ୍‌ ,ମଦ୍‌ ଦୁ |
| students | Noun | ଭସ୍‌ କୁଲ୍‌ ତ୍‌ ପିଲ୍ଲା |
| study | Noun | କାରିୟାମିନ୍ଦାନ୍‌ |
| stuffy nose | Noun | ପାଣ୍‌ |
| stumbling | Verb | ତାଗାଲାନାଦ୍‌,ତାଲ୍‌ ଗାନାଦ୍‌ |
| stupid | Noun | ଡିଟ୍‌ ମେଦର୍‌ AN ଞ୍ତୋଣ୍ଡ |
| stupidity | Noun | ବାୟାଲ୍‌ |
| stutter | Noun | ଜାଜା-କାରେ,ଇର୍‌ FAQ Q କି |
| sty | Noun | କାଚ୍‌ କ୍‌ କାଣ୍ଡୁମ୍‌ |
| submission | Noun | ଅପ୍‌ AAA, ତାସାନାଦ୍‌ |
| submit | Noun | ଅପାଗିଞ୍ଜାନାଦ୍‌,ସମର୍ପ 4d |
| subsided | Verb | ଆରି ଆଭା |
| success | Noun | ଜୀଡ଼ାନାଦ୍‌,ଗେଲ୍‌ ଶ୍‌ ପାନାଦ୍‌ |
| such....aS | Correlative connective | ଇଲେକେ |
| suck up | Verb | AR GIGI, AQ |
