| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| thirdly | Adjective | ଜାର |
| thirst | Noun | ଗୁଣିଗିଗି ଦାୱା |
| accordingly | Adverb | ଆଦିଙ୍କ୍ ଲେକେ |
| ଏର୍‌ | N/A | QB |
| ଞେତାନାଦ୍‌ | N/A | N/A |
| thirteen | Adjective | ଗେ |
| thirty | Adjective | ମୁପେୟ୍‌ |
| this | Adjective | ଇଦୁ |
| this day | Adverb | ଭ ରୋଜ୍‌ |
| this is ours | Adjective | AE ମାନ୍‌ ନାଦ୍‌(ମାଞ୍ଚାଦ୍‌) |
| this month | Adverb | ଭ CERI, EMH |
| this much | Adjective | ଇଚୋଟ |
| this time | Pronoun | ଭ ଦାମ୍‌, ଇ ସୁଟ୍‌, ଇନ୍‌ ଜେ |
| thorn | Noun | କୟ୍‌ ୟେ |
| thorn plant | Noun | କୟେନ୍‌ ମାରା |
| thorn to pierce | Transitive verb | ace |
| those | Demonstrative | Al6G |
| though, although | Subordinating connective | ଆଲେ ଆତ୍‌ କେ ବା |
| thought | Noun | ଆଲ୍‌ ପ୍‌ ମାଟା |
| thoughtfulness | Noun | ଆଲ୍‌ ପିନେ ମାନ୍ଦାନାଦ୍‌ |
| thousand rupees | Noun | ସେୟ୍‌ ରୁପା |
| thrash | Transitive verb | @I@\ |
| thread | Noun | ନୂଲ୍‌ |
| threatening | Verb | ବେଦିରିସାନାଦ୍‌ |
| three | Numeral | ଗେ |
| three males | Numeral | ମୂଞିର୍‌ |
| thresh as (break)tamarind or grains | Verb | ତାଲ୍‌ ସାନାଦ୍‌ |
| threshing | Verb | ଏର ସକାନାଦ୍‌ |
