| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| recognize | Verb | ଆଦାନାଦ୍‌ |
| recompense | Noun | ଏଭାନାଦ୍‌ |
| ମାଲ୍‌ |  | ସିଭ୍ନଦାନାଦ୍‌ |
| reconcile | Verb | ଗଡ଼୍‌ ଞାତ୍‌ ପେର୍କେ |
| record (put down) | Verb | ମେଣ୍ଡେ କାଲିୟାନାଦ୍‌ |
| ରାସି | | ତାସାନାଦ୍‌ |
| recuperation | Noun | 6QIGI¢] |
| red | Noun | ଇଲୁକଟେ ସାୟା ମାନ୍ଦାନାଦ୍‌ |
| red ant | Noun | ଏରାଙ୍‌ |
| red faced monkey | Noun | ଆଲି ପେତେ,ଆୟ୍‌ ଲି ପେତଉେ,ଏଲୁ GAGA |
| red gram | Noun | କାନ୍ଦିପାପୁ, ବାଦା |
| red soil | Adjective | Ql ମାଣ୍ଡୁଲ୍‌ |
| redeem/redemption | Verb | କାଷ୍ଟାମ୍‌ ,ରେଟ୍‌ -ଡାପ୍‌ କ୍‌ ଇଶ୍‌ EGAN ଆଦାନାଦ୍‌ |
| reduced in size | Verb | 1! ଦୁଞ୍ଚାନାଦ୍‌, କାମ୍‌ ମାଡ଼ାନାଦ୍‌ |
| reduction | Noun | କାମ୍‌ ମାଡ଼ାନାଦ୍‌,ତାକ୍‌ ଏ ତୁଙ୍ଗାନାଦ୍‌ |
| reference | Noun | କାଲିୟିତ୍‌ |
| reform | Noun | Q@l,@al ମେଲ୍‌ |
| refuge, asylum | Noun | ତା ମାଟା କାର୍‌ ପିସାନାଦ୍‌ |
| refugee | Noun | ଲୋନ୍‌ ଆସ୍‌ କାପ୍‌ ଉଡ଼ି ପଡ଼୍‌ ପାନାଦ୍‌ |
| regeneraion | Noun | ମେଣ୍ଡୋୟ୍‌ ତାମ୍‌ |
| regret | Noun | ପୁଟାନାଦ୍‌, ବୂଲ୍‌ NT ¿. ` ମାୟ୍‌ ଦିଙ୍କ୍‌ କାଷ୍ଟାମ୍‌ ଆଦାନାଦ୍‌ |
