| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| stationery | Noun | ରାସାନାଦ୍‌ ସାଦ୍‌ ୱାନାଦ୍‌ ସ୍‌ କୁଲ୍‌ JB କାଗାଜ୍‌ AIGA ମାନ୍ଦାନ୍‌ ଦୁକାନ୍‌,କଟ୍‌ |
| statue, idolater | Noun | ବୋମେ ମାଡ଼ାନାଦ୍‌ |
| statute | Noun | ନିୟାମ୍‌ ମାଟା ,ରୂଲ୍‌ |
| staying | Verb | ସାଙ୍ଗ୍‌ ଉଶ୍‌ କାଡ଼୍‌ ତୁଙ୍ଗାନାଦ୍‌ |
| steadiness | Noun | ଦୁସ୍‌, କାଟି ମାନ୍ଦାନାଦ୍‌ |
| steady arrogant | Adjective | GR ମାନ୍ଦାନାଦ୍‌-ଟେକ୍‌ AL ସୋମିନ୍ଦୋଣ୍ଡ |
| steal | Verb | ତାର୍‌ ରା |
| stealing | Noun | ଡଙ୍ଗା AIGA |
| stealing away | Noun | ଇମ୍‌ ଡ଼ାନାଦ୍‌-ଇମ୍‌ ଡି ମାତ୍ତା,ଇମ୍ରାନାଦ୍‌ |
| stealthily | Adverb | ଆୟ୍‌ କୁନ୍‌ ମାଞ୍ଜା GIG ଓାଙ୍ଗି AG ଡଙ୍କାନାଦ୍‌ |
| steam | Noun | କୁମ୍‌ ପୋଡ଼ |
| steel | Noun | FA, ତିଲ୍‌ |
| stem | Noun | NOR A |
| stench | Noun | ଗାବ୍‌ ବୁ |
| steno | Noun | ରାସିଭଦାନୋର୍‌ |
| stenography | Noun | ବାର ନାରୂର୍‌ କିଙ୍କ୍‌ ରାସୀଦାନାଦ୍‌ |
| stepmother | Noun | ଚିନା AIG ଓା,ସୁଦୂଲା ୟାୟୋ |
| steps | Noun | ବିଡ଼ାବିଡ଼ା |
| steps of upstairs | Noun | ମେଟ୍‌ କ୍‌ କୁ |
| stick for binding cows | Noun | କୁଟା |
| stick on | Verb | ଆଣ୍ଟପିସାନାଦ୍‌,ଆଣ୍ଟ୍‌ ଶ୍‌ |
