| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| axe | Noun | ଗଡ଼େଲ୍‌ |
| ayurveda | Noun | ମାଡ଼ା ଆକି ପଦାଲା |
| କୋଞ୍ଜି ୱାଦାନ୍‌ ମାତ୍‌ | Noun | କୋଞ୍ଜି ୱାଦାନ୍‌ ମାତ୍‌ |
| bank of river | Noun | ଓଡିନାଗା |
| banner | Noun | ସୀଲେ ତା ମାଟା AIG |
| ମାନ୍ଦାନ୍‌ ଜେଣ୍ଡା | Noun | ମାନ୍ଦାନ୍‌ ଜେଣ୍ଡା |
| banticoot ,large rat mouse | Noun | AG କକୁ |
| banyan tree | Noun | ମାରି ମାଡ଼ାମ୍‌ |
| baptise | Noun | ଏର୍‌ ଦା ମୁଣୁଙିଂସି |
| AN FA ,ଖ୍ରୀଷ୍ଟ ଦାର୍ମାମ୍‌ | Noun | ଖ୍ରୀଷ୍ଟ ଦାର୍ମାମ୍‌ |
| ନାମ୍ମାନାଦ୍‌ | Noun | ନାମ୍ମାନାଦ୍‌ |
| barber | Noun | ମାଙ୍ଗେଲ୍‌ |
| bard | Noun | ପାଟା AIAIGI |
| bark | Noun | ମୋରୁମ୍‌ |
| bark of tree | Verb | କୋମା ଏରାନାଦ୍‌ |
| barking | Verb | ନେୟ୍‌ GIR କା,ଭୁ,ଭୁ ବୁସ୍ତା |
| barns,barnyard | Noun | ସଜାତ୍‌ ଲୋନ୍‌ |
| barren | Noun | ଓାଞ୍ଜା ନାଟା |
| barren land | Adjective | ଓାଉା ବୂମ୍‌ |
| barrier | Noun | ଆଡାମ୍‌ |
| basement | Noun | AlQ @Ql¢] |
| bashfulness | Adverb | AQ ବାର୍ଶୋରେ ଦୁକ୍‌ କାମ୍‌ ଆଦାନାଦ୍‌ |
| basil leaves | Noun | ତୁଲ୍‌ ସି |
| basin | Noun | ଦୋଡ଼ା ତାସାନ୍‌ ବେଡ଼ିୟା ଗିନି |
