| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| in the mean time | Adverb | ଆସୁଟ୍‌, ଆସୁଙ୍କ, ଆ.ଦେ ସାମାୟାମ୍‌ |
| in this | Adposition | ଇଗା |
| in various ways | Adjective | ସାରେ, ପ୍ରାକାରାମ୍‌ |
| in which | Adposition | ବେନ୍‌ ଦାନା |
| inattentive | Adverb | ପାର୍‌ Sle, ଅଣ୍ଡୋୟ୍‌ ଆଲ୍‌ ପ୍‌ Aa |
| inauspicious | Adjective | ଆଡ଼ଗୋଲ୍‌, କାରାପ୍‌ |
| incantations | Noun | ଓାଡ଼୍‌ ଡ଼େ ଉଲୁଗୋମିନ୍ଦେର୍‌ |
| incense | Verb | କପାମ୍‌ ତୁଙ୍ଗାନାଦ୍‌, Noun: ଗାବ୍‌, ଓାସାନା, ଦୁ ପାମ୍‌ କାଟି |
| incense stick | Noun | ଦୁପାକାଟି, ଉତୁୱାତ୍‌ = ତ |
| incline, start | Verb | ରହିତାନ୍‌, ରୟ୍‌ ଦାନାଦ୍‌ |
| income | Noun | କାୟ୍‌ କିନା IAI ଡାବ୍‌, ଗୁଦୂସ୍‌ ପାନାଦ୍‌ |
| incorrect | Adjective | GIO. Q, increase, growth |
| indeed | Adverb | ଆଲେ, ଉଡାଟ୍‌, ନିଜା ମେ |
| indeed, really | Adverb | ଆଚାଲ୍‌, ନିଜାମେ |
| Indian beech tree | Noun | GIM GI ପଣ୍ଡା ମାଡ଼ା |
| indifference | Noun | Ad Ad ମାନ୍ଦାନାଦ୍‌ |
| indigestion | Adverb | ଡକା ଉ AGI |
