| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| so late | Adjective | ଆଚୋଟ୍‌ ଆଲ୍‌ |
| so slow | Adjective | ଇଚ଼ୋ ଜେୟେ |
| so, therefore, hence | Coordinating connective | ଦାନ୍‌ ସେଙ୍ଗେ |
| so.....that | Subordinating connective | ଆନ୍ଦ୍‌ କେ, ଆଦିଙ୍କ ସେଙ୍ଗେ |
| soak | Noun | ନାତାନାଦ୍‌,(ଉନ୍‌ IG! |
| soap | Noun | ସାବୁନ୍‌ |
| society | Noun | ସାଙ୍ଗାମ୍‌ ,ସାଙ୍ଗାଉର୍‌ |
| socket of the eye | Noun | କାଣ୍ଡ ଗବା |
| soft | Adjective | ଲେଦେ CACO, CAI, AIG GIT |
| soil | Noun | ମାଣ୍ଡୁଲ |
| solace | Noun | ସାମାତ୍‌ GE OY |
| solar eclipse | Noun | GQ¢] ALK ଭା, ମାବ୍‌ A ଭା |
| solar system | Noun | ପର୍ରାତ୍‌ ଲିଙ୍ଗ, ପରଟ୍‌ ଲିଙ୍ଗ |
| soldier | Noun | AA Ge |
| sole | Noun | ଲାବାକାଲ୍‌ |
| sole of foot | Noun | ଜେର୍ରୋଟ୍‌ କାଲ୍‌-ଅଣ୍ଡା କାଲ୍‌ |
| solemnly | Adverb | 19 କାଲିୟି, ନାମ୍‌ କାମ୍‌ ale |
| solitude | Noun | UGY ମାନ୍ଦାନାଦ୍‌ |
| solution | Noun | ସାମାଦାନାମ୍‌ |
| some | Adjective | JQ |
| some days back | Adverb | କଦି AR ପେର୍‌ କେ |
| Adverb | ବେଚଢ଼ ରସ୍‌ କ୍‌ ପେର୍‌ କେ |
| some how | Adverb | ବେଲେବା |
