| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| he | - | ଉଣ୍ଡ |
| playing | Verb | ଉଣ୍ଡ ୱିନାଶ |
| lift | Verb | ତେସ୍ ଭଚ୍ ତଣ୍ଡ |
| me | - | ମୋତେ |
| up | - | ଉପରେ |
| plays | Verb | ଉଣ୍ଡି କାର୍ସିତଣ୍ଡ |
| Sees | Verb | ଉଣ୍ଡ ଉଡ଼ିଭୋଣ୍ଡ |
| told | Verb | କେତଣ୍ତ |
| took(it) | Verb | ଓଉତ୍ତର୍ |
| saved | Verb | ଗେଲ୍ ସ ତଣ୍ଡ |
| went | Verb | ଥାରଣ୍ଡ |
| will take it | Verb | ଓଭତ୍ତର୍ |
| he(far) | Pronoun | ଉଣ୍ଡ |
| he(near) | Pronoun | ଇଣ୍ଡୁ |
| head | Noun | ତାଲ୍ଲା |
| head | Noun | ବେଡ଼ୟା ରାହତ |
| pad | Noun | ଉମାର୍ |
| headache | Noun | ତାଲା ଏତାନାଦ୍ |
| headlong fall down | Adverb | କାପ୍ ମୁବଣ୍ ଙ୍ଗିଂ ରାଲିଭଣ୍ଡ |
| head-skull brain-pan | Noun | ତାଲାକାୟ୍୍, ମେଦ୍ ଦର୍ |
| heap sweepings | Adjective | ତଗ୍ ତଶ୍ ଶାନ୍ ପଦୁୱାର୍ |
| heap, heap stones | Noun | ଦବା, କାଲ୍ କନ୍ ଦବା |
| hear | Verb | କେଞ୍ଜାନାଦ୍ |
| hearing | Noun | କେଞ୍ଜାନ୍ ସାକ୍ତି, ମାତ୍ ଓାମ୍ |
| heart | Noun | ମାରି କାୟା ଗୁଣ୍ଡେ |
| heart beat | Noun | ଗୁଣ୍ଡ ଡାକ୍ ଡାକ୍ ଆସମିନ୍ଦେ |
| heart disease | Noun | ଗୁଣ୍ଡ ନପ୍, ଜୀୱାମ୍ ତା ନେଶ୍ କାଡ଼୍ ତାଗେ ନପ୍ |
