| English Word | Part of Speech | Odia Translation |
| --- | --- | --- |
| much | Adjective | ଥାଛୋଟ୍‌ |
| Mucus, common cold phlegm | Noun | ପାଣୀସେମ୍ |
| mucus, saliva the nose | Noun | ପାଣୀସେମ୍ |
| mud | Noun | ସମ୍ବର୍ |
| mud pot | Noun | ବୁର୍ଦା |
| muddy water | Adjective | ବୁର୍ଦା ଏ୍ର୍‌ |
| multiply | Adjective | ପେରୁଗାନାଦ୍‌ |
| increase | Verb | ନାଗେଁ |
| ପୀଲ୍ | N/A | ଥାଭୋର୍ |
| murmuring | Noun | ଞାଦ୍ବାନାଦ୍ |
| muscles, meat | Noun | ଥାୱ୍ |
| mushroom | Noun | କୂକ୍‌ ଓ |
| musical instruments | Noun | ପେନ୍ ସାନ୍ଡ଼ୋଲା |
| musk rat, white rat | Noun | କଟେଲ୍ |
| must, necessary | Verb | ଦର୍କାର୍ |
| -ale | N/A | ସାରାମ୍ |
| mustard | Noun | କରା, ସାର୍ଶୋ, ମେନ୍ଞ୍ଜା(ନ୍ଦ) |
| mustard oil | Noun | ମେଞ୍ଚି ନୀୟ୍ |
| my, mine-singular | Pronoun | ନାଞାଦ୍‌ |
| myna | Noun | କେରିୟାଡ଼୍‌ |
| myself | Pronoun | ନାନେ୍‌ ନିଜ(ମାଟୁଗେ), ନାନେ ଥାସୁ |
| mystery | Noun | କୁଟ୍ ମାନ୍ଦାନ୍‌ ମାଙ୍ଟଗା, ଥ୍ୟ୍ କ୍ ପୁନ୍ ନୁ |
