| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| hire | Verb | ଥାଦ୍ ତିସାନଦ୍, ବଡ଼ା |
| his | Pronoun | ଭନାଦ୍, ଉନାଦ୍ |
| hissing steam | Noun | ଅଳେ |
| hit the ball with legs | Verb | ତାନାନାଦ୍ |
| hit, crush | Verb | ଦାଗଲ୍ ମିନ୍ଦେ |
| hive bees | Noun | ପେରେ ଲୋନ୍ |
| hoard | Noun | ଗୁଡ଼ପ୍ ଡା ସମ୍ |
| hoisting the flag | Verb | ଜାଣ୍ଢା ପାର୍ ତିସାନାଦ୍ |
| hold | Verb | ପୟ୍ ତାନାଦ୍ |
| hold in | Verb | ଦୁରାମ୍ ମାଡ଼ାନାଦ୍ |
| hold out | Verb | ଏଦୁରେ ପୟ୍ ତାନାଦ୍ |
| hold tightly | Adjective | ଟି (ଟେଙ୍ଗ) ପୟ୍ସମିନ୍ଦେ |
| hold up | Verb | ତେସ୍ ପୟ୍ ତାନାଦ୍ |
| hole | Noun | ବୋକା, ବଛା |
| hole and | Adjective | ଭତାନାଦ୍ |
| hole tree | Noun | ଦର୍ରାତା, ବଚଛା |
| holidays | Noun | ଚୁଟି ରୋଜ୍ |
| hollow | Noun | ପୋନ୍ ଦେ, ଦରା |
| holster | Noun | ତଲ୍ କା ସାନ୍ ସ୍ |
| holy basil | Noun | ଦୁଲୋସ୍ |
| holy spirit | Noun | ପାୱତ୍ରା ସ୍ବାଙ୍ଗ ଞେଡ଼ି ମାନ୍ଦାନ୍ ଆତ୍ମା |
| holy/holiness | Adjective | ପବିତ୍ର, ଶୁଦ୍ଧ |
| homosexual | Adjective | ଲିଙ୍ଗାନୁରୂପ |
| ପାଡ଼ିୟ୍ ଦା ଭଷ୍ଟାମ୍ | None | None |
