| Word in English | Part of Speech | Odiya Translation |
|---|---|---|
| direction | Noun | ପାକ୍  କାମ୍ |
| dirty | Adjective | କୁସାମ୍  ମ୍ର୍କ୍ |
| ପେରି  ମିନ୍ଦେ, ମାସ୍ |  |  |
| dirty,dust | Noun | ତୋଗ୍ |
| dirty,grey hair | Adjective | ଜୂରି |
| dirty,soiled cloth | Noun | ମାସ୍ |
| Clem |  |  | 
| disadvantage | Adverb | ତିପ୍ ପାଲ୍, ନାଷ୍ଟାମ୍ |
| disappointment | Verb | ସ୍ୟ୍ ତୁଙ୍ଗାନାଦ୍,ବଲ୍ MAGI |
| disaster | Noun | ସାଟ୍ 6 ଗାଟ୍ଟି ତିପ୍ ପାଲ୍ PIQUE ସା ଦାନାଦ୍ |
| disciple | Noun | କାର୍ ସି ,ସାଦ୍ ଆ ମେଣ୍ଡେ ଆଲେ ପାଡ଼ିୟ୍ ତୋପିସାନୋଣ୍ଡ |
| disciples | Noun | ଜୀଶୁନ୍ ଶିଷ୍ୟାଲୋର୍ |
| discipline | Noun | ଜୀଞାମ୍ ନାଡ଼ଶ୍ ପାନ୍ ମାୟ୍ ଦିଙକ୍ ମେଲ୍ ତା ଥାଲ୍ ଓଟ୍ |
| discontent | Noun | ଥାଲୋ,ପାଞ୍ ଥାରୋଣ୍ତ |
| discovery | Noun | କତାଦ୍ ,ପୂନାଦ୍ ମେକ ତୋପସାନାଦ୍ |
| discuss | Verb | ବିଚାର୍, କାଲିୟ୍ ତ୍ରିୟାନାଦ୍ |
| disease | Noun | ରୋଗାମ୍ , ଜାବୁ, ପାଣାମ୍ ସାୟ୍ ଲଲେ |
| disgrace | Noun | ନେରାମ୍ ମାଡ଼ାନାଦ୍,ପେଲାନାଦ୍ |
| disgusted | Noun | Calm ତେ ମାନ୍ଦାନାଦ୍ |
| dish | Noun | ବେଡ଼ିୟା ଗିନ୍ନି |
| dishonest | Adjective | ବଲସତଣ୍ଡ |
