| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| fruit-stone | Noun | ଟେକା |
| fry | Noun | ତଲ୍ କା ପଡ଼୍ ଅମି |
| frying pan,sauce fan | Noun | କଡ଼େଇ, କଲା, କାଡ଼େଲ୍ |
| fulfillment | Noun | ସୁମାର୍ ଥାତ୍ର, ଥାତା |
| full | Adjective | ନିଟ୍ ଟାତ୍ ତାରା, ଗୁମ୍ମାମ୍, କେ, କାଡ଼ କେ |
| full hand shirt | Noun | ଡାଣ୍ଡା |
| full 38 || # ସାମ ସତା | Noun | କୁସ୍ ଓଟିତା |
| fullness | Noun | ଗାଗ ମାନ୍ଦାନାଦ୍ |
| garlic | Noun | କର୍ ଭଲି, ମାତ୍ ଉଲ୍ହାପାଯା, ପାୟା, ଞେଲ୍ ଉଲୁପାୟା |
| gas | Noun | ଗାଲ୍ |
| gas trouble | Noun | ଡକ୍ କା ପସ୍, ଥାସ୍ ମାନ୍ଦାନାଦ୍-ଗୁଣ୍ଡି ଗେଲ୍, ମିନ୍ଦେଦୋଡ଼ା ଆର୍ଗୁଣ୍ଡେ, ମାନ୍ଦାନାଦ୍ |
| gastric | Adjective | ପଟ୍ଟ ଉବ୍ରାଙ୍ଗ ମିନ୍ଦେ, ତା, ଉବ୍ରାଙ୍ଗ ମିନ୍ଦେ |
| gate | Noun | ଏମିତ୍ ମୁନ୍ନେ ମାନ୍ଦାନ୍, ଗୁମ୍ମାମ୍ |
| gatekeeper | Noun | ଗୁମ୍ମାମ୍ ଡା ନିଲ୍ ସ୍, ମାଞ୍ଜ ପେଦେର୍ ଉଡ଼ାନୋଣ୍ଡ |
| gaze | Verb | ମାଡ୍କି ଉଡ଼ୋମିନ୍ଦେ |
| gecko | Noun | ଡକେ |
| genealogy | Noun | ଦାଦୋଡ଼୍ ପେପୀତ଼୍ ଲୋତା ପେଦେର୍ |
| generally | Adverb | ସାଧା, ମାମୂଳ୍ |
| generation | Noun | ସଂସ୍କାର |
| genius | Noun | ମେଳ୍ ବୁଦ୍ଧି |
| gentile | Adjective | ତାପ୍ କୋରେ |
