| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| to frighten | Transitive verb | ଞେର୍ |
| ପିସାନାଦ୍ | | |
| to fry the fire | Transitive verb | କିଶ୍ ଏରସ୍କାନାଦ୍ |
| to fry, grill | Transitive verb | ଓାତାନାଦ୍ |
| to gather | Transitive verb | ଉଡ଼ପାନାଦ୍ |
| to get down | Intransitive verb | ନେଲ୍ ଡିଗାନାଦ୍ |
| to get up | Intransitive verb | ତେଦାନାଦ୍ |
| to get up in the morning | Verb | ଞେଞ୍ଚେକେ ତେଦାନାଦ୍ |
| to give | Transitive verb | MAGE |
| to glitter (gold) | Intransitive verb | ତିଲ କ୍ ତାଲ୍ କ୍, ଜିକ୍ ଜାକ୍ |
| to glitter (lightning) | Intransitive verb | ମାବ୍ ମେର୍ସାନାଦ୍ |
| to go | Intransitive verb | ଥାନ୍ଦାନାଦ୍ |
| to gore (bull) | Transitive verb | ଲ୍ଲମାନାଦ୍ |
| to gore with horns | Transitive verb | କଟାନାଦ୍, କଡ଼୍ କ୍ କଟ୍ଟିତ୍ |
| to graze | Transitive verb | ମେୟାନାଦ୍ |
| to grind | Transitive verb | FAME |
| to grow big, great | Intransitive verb | ପେର୍ସାନାଦ୍ |
| to hands down | Intransitive verb | କାୟ୍ ଓଡ଼୍ ତ୍ ଓାଟାନାଦ୍ କାୟ୍ ଡିପ୍ ପା |
| to hatch | Transitive verb | ଗାର୍ ବାମ୍ କାର୍ ଓଲାନାଦ୍ |
| to hear | Transitive verb | କେଞ୍ଜାନାଦ୍ |
| to hide | Intransitive verb | |
