| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| previous day | Noun | ମୁନ୍ନେଟ୍ ରୋଜ୍ |
| prey | Verb | ଞ୍ଟେଣ୍ଟା ମାଡ଼ାନାଦ୍ |
| price | Noun | ମୋଲା |
| prices are falling | Verb | ରେଟ୍ କାମ୍ ଥାଦାନାଦ୍ |
| prick | Verb | କୟ୍ ଗିତ୍ତାନାଦ୍ |
| prickly heat | Noun | ASTER |
| pride | Noun | କୃର୍ଧାମ୍ |
| priests | Noun | ପୁଜ୍ ରୀର୍ |
| prince | Noun | ରାଜାନାଦ୍ ମାର୍ |
| princess | Noun | ରାଣି |
| principal | Noun | ସ୍ କୂ୍ଲ୍ କାଲେଜ୍ ପେଦାଲ୍, ବେଡ଼ୟା ଗୁରୂ |
| Sin | N/A | N/A |
| principle | Noun | ନିୟାମ୍ |
| prison | Noun | ଜେୟିଲ୍ |
| prisoner | Noun | ଜେୟିଲ୍ ଫୁରିଏସ |
| prisoner 08 Vrhr | Noun | ଗାୟ୍ ତେମୁଣ୍ଡାୟ୍ ମିନ୍ଦେର୍, ଗଡ଼ୁଞା ତେ ମାନ୍ଦାନୋଣ୍ଡ |
| private | Adjective | ଅଣ୍ଡାରେ ଡଓେରେ କୂର୍ିଆ ମାନ୍ଦାନାଦ୍, ସନ୍ତା ସନ୍ତା |
| privately | Adverb | ଅଣ୍ଡୋୟ୍ ଆସି ଡଓେରେ ପଡ଼ି ନ ଓ ମାନ୍ଦାନାଦ୍ |
| prize | Noun | ପୁରାଶ୍ କାର୍, ସାମାନ୍ |
| problems | Noun | ଏର୍ କ୍ |
| proceed | Verb | ମୁନ୍ନେ ଥାନ୍ଦାନାଦ୍, ତୁ ରୁସାନାଦ୍ |
| procession | Noun | ମୂଲ୍¿„¿ ନାରୂର୍ |
| ଥାର୍ ଦେ ପେକେ ପେକେ | N/A | N/A |
| ଥାନ୍ଦାନାଦ୍ | N/A | N/A |
| proclamation | Noun | ସାର୍ରାତୋର୍ |
| କିଙ୍କ୍ କେତାନାଦ୍, ବୁକ୍ କାର୍ | N/A | N/A |
| ଥାଦାନାଦ୍ | N/A | N/A |
| prodigal | Adjective | ନାରେ କାରସ |
