| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| scales | Noun | ତୁନିକ୍କି |
| scales | Noun | କିକ୍ କେ ଉୟ୍ କ୍ କା, କିକ୍ କ ୤ ଭଶ୍ ମେ, ଉୟ୍ କା ଉୟ୍ ଶ୍ ପାନାଦ୍ |
| scaly ant eater | Noun | ଝାଡ଼ୁମ୍ |
| scandalize | Noun | ନେରାମ୍ ମାଡ଼ାନାଦ୍ |
| scanty | Adjective | ସୁମାର୍ ଆଦିଲ୍ ଲେ, ତାକ୍ ଓା, କାମ୍ ଥାତ୍ |
| scar | Noun | ପୁଣ୍ଡ ମାରାଁ (୦୭) |
| scar | Verb | ଞେର୍ ପିସା (୦୧୮) |
| salamander | Noun | ସାଲ୍ କାଲାମ୍ ତେ ତାଲାତା ଉତ୍ତାନ୍ ସୀଲେ |
| scatter | Verb | ଲୀକାନାଦ୍ |
| scent | Noun | ମେଲ୍ ଡା ଗାବ୍, ୍ଠାସ୍ନାମ୍ |
| scholar | Noun | ନାଗେଁ କାର୍ ଶ୍ ମାନ୍ଦାନୋଣ୍ଡୁ, ସାଦ୍ ତ୍ତ ମାନ୍ଦାନୋଣ୍ଡ |
| scholarship | Noun | ସାଦ୍ ାନାଙ୍କ୍ ସାୟାମ୍ ତୁଙ୍ଗିସାନାଙ୍କ ଦର୍କାନ୍ |
| scissors | Noun | କାତ୍ରି |
| scold, frighten | Verb | ଞେର୍ ପିସା |
| scolding | Noun | ତେନ୍ ଶ୍ କିତ୍ତୋନ୍, ତାନ୍ ନ୍ ଜିଭୋନ୍ |
| up | Verb | ପୂଙ୍ଗା (୯୦୦) (୩୯) |
| scorching | Adjective | ଗାଟ ଏ୍ଦ୍ ତେରତ୍ାନାଦ୍ |
| scorpion | Noun | ମିଚୁ |
| ৭০০৮৮০10০(10120;) | Noun | ଏଟି ଗୁଣ୍ଡ |
| ୫“୯୮୩ 970୯ | Verb | ରାକ୍ କା ନାଦ୍ |
| $୯୮ଥ]୨୦, 0141 © | Verb | ଗବେର୍ କାୟା ଡ଼ୟ୍ୟାନାଦ୍ |
