| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| born | Verb. | ପୁଟ୍ ତାଦ୍ |
| born again | Adjective. | ମେଣ୍ଡୋନ୍ |
| ତାମ୍ ପୁଝାନାଦ୍ |  |  |
| born blind | Noun. | କାନାଲୋର୍ |
| ପୁଟାନ୍ କୁଞ୍ଚି ଗୁଡ଼ିୱାଣ୍ତ |  |  |
| borrow | Verb. | ବାକି ତାଭାନାଦ୍ |
| boss, master | Noun. | ମାଲିକ୍ ବେଡ଼ିୟୋଣ୍ତ |
| both.....and | Correlative connective. | ଭଦ୍ ନୁ ଥାଦ୍ |
| bottle | Noun. | ଏ୍ର୍ ତାସାନ୍ ଡାବା |
| bottle gourd | Noun. | ବୁର୍କ୍ କାୟା |
| bottom | Adverb. | ନେଲ୍ ଥଡ଼ଗେ |
| bouquet of flowers | Noun. | ପୁଙ୍ଗାର୍ ଗୁଣ୍ଡା |
| bow | Noun. | ଞ୍ପଲ୍- ସଲ୍ କୁ |
| bow down | Verb. | ମାଡ଼୍ କି ମଡ଼ୂ କାନାଦ୍ |
| bowl | Noun. | ଗିନି |
| bowstring | Noun. | ନାରେମ୍ |
| box | Noun. | ପେଟି |
| boy | Noun. | ପେକାଲ୍ |
| boyhood | Noun. | ପିଲାନ୍ କାଲାମ୍ |
| bracelet | Noun. | ଗାଜୁ |
| braiding hair | Noun. | ଜାଡ଼ା ଓାଟାନାଦ୍ |
| brain | Noun. | ମେଦର୍ |
| branch of a tree | Noun. | ଗାଲାନ୍ ଜିତ୍ , ଟଣ୍ଡା |
| branch out | Noun. | କମ୍ ମା ଥାଦାନାଦ୍ |
| brass | Noun. | ଇତେଲ୍ |
| brass basin | Noun. | ଗିନି ପିଲ୍ ଲା |
| brass ware | Noun. | କାନ୍ ମ୍ ଇସ୍ରେ |
| brass water pot | Noun. | ବିନ୍ଦେ କୁଣ୍ଡା |
