| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| water-to be split | intransitive verb | ତୋଲ୍ କତ୍ |
| watery | Noun | ରୋସାନାମ୍ ସୁରୁସୁରି ପେଲାନାଦ୍ |
| Wave | Verb | କାୟ୍ କ୍ ଉରାନାଦ୍ |
| Waves | Noun | ତଲ୍ କୁ |
| Way | Noun | ଥାର୍ ହୃହୁଠ (୯୬୦୯ near) |
| Pronoun | Pronoun | ମାମ୍ମେ, ମାମ୍ ମା ହୃହୁଠ (excl) |
| will See | Verb | ମାମ୍ ମା ମା ଉଡ଼ିତ୍ୟମ୍ |
| see, we will | Verb | ମାନ୍ ନାଡ଼୍ |
| (ଲ୍) (ଲ୍) ଉଡ଼ିରାତ୍ ଭୁଡ଼ିଭାଡ଼୍ | - | - |
| are playing | Verb | ମାମା କାସ ମିନ୍ଦମ୍ |
| play, we will | Verb | ମାମା କାସତମ୍ ହୃହୁଠ |
| played | Verb | ମାମା କାର୍ସତମ୍ ହୃହୁଠ |
| Were playing | Verb | ମାମା କାର୍ସମାଭୋମ୍ ହୃହୁଠ |
| will be playing | Verb | ମାମା କାର୍ସେ ମାନ୍ ତମ୍ |
| ₹୯(୦୫୯1) | Pronoun | ମାମ୍ନା we (incl. near) |
| we (incl) | Pronoun | ମାନ୍ନାଡ଼୍, ମାନାଲ୍ we (incl.) |
| weakling | Noun | ଉସି ପାରିମିନ୍ଦଣ୍ଡ, ନିର୍ସାଙ୍ଗ୍ ଥାଦାନାଦ୍ |
| wealth | Noun | ସାଂସାରାମ୍, ସୋମ୍ "₹¥୦୦୪10୦1)“ |
| cloth | Verb | ଉର୍ସା (ଗୁଡ଼ା) ବହୃହତହୁ୦୦ |
