| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| ଦ୍ | Noun | ଦ |
| involvement | Noun | ଗାଟି ଭଷ୍ଟାମ୍ |
| ତେ ପାଡ଼ିୟ୍ ଦା | NOISE | ନୟେସ୍ |
| iron | Noun | ଭକ୍ ଲେମ୍.ଇନୁମ୍ |
| iron mangle | Noun | ଗୁଡା ୱ୍‌ସ୍ରର |
| Core ପେଟ୍ଟି | Noun | କାର କେନ୍ଦ୍ର |
| iron ୦7୩୧ | Noun | ଲୋହାନ୍କାଟି |
| irregular | Adjective | ଅନିଯାମୀ |
| କେଞ୍ଜ୍ କଟେ ନିଜେ ଇଷ୍ଟାମ୍ | Verb | ମନୋରଞ୍ଜନ କରିବେ |
| ତେ ଥାଦାନାଦ୍ | Adverb | ସିଧା |
| irrigating, watering | Verb | ପାନୀ ଦେଇବେ |
| କେଉଶାନାଦ୍ | Noun | ଉଦ୍ଯୋଗ |
| irritability | Noun | ରୋଷାମିଜାଜ |
| , କୋପାମ୍୍,ଦାନ୍ଦା | Adjective | କ୍ରୋଧିତ |
| irritation ୦୮ (throat) | Adjective | ମଣୁ ଙ୍ଗା କୁଟା |
| ମାନ୍ଦା,ଗୋନ୍ areal | Adjective | ଇର୍କାନାଦ୍ |
| jealousy, envy | Noun | ଈର୍ଷ୍ୟା |
| ଉଡ଼ାନାଦ୍ | Noun | ଏର୍କା |
| 1୯5୫୮,] ୦୧୦ | Noun | ମିଡ଼ୁକାନାଦ୍ |
| jester | Noun | ବଲ୍ଲାନୋର୍, ମଡ଼କାନୋ |
| ର୍ଡ Jesus | Noun | ଯେଶୁ କ୍ରିଶ୍ତ |
| ନୁଞ୍ଚି | Noun | ଥଣ୍ଡା |
| ଷୃତୂଃ ଞ୍ଭଡ଼ ପିସାନୋଣ୍ଠ- ପାରାମେଶ୍ରାରି ସାନୋଣ୍ଡ- | Noun | ଶ୍ରୁତିମଣ୍ଡଳ |
| ନ୍ ମାର୍ jewels | Noun | ନକ୍କା, ବାଙ୍ଗାମ୍ ଡେଣ୍ି ୱଣ୍ତି |
| ତେ ଉତ୍ଗାମ୍ ଜୋଡ଼୍ କ୍ .ଗାଗଲ୍ | Noun | ଜୋଡ଼୍ଯୋଗ କରିବେ |
| jingle ୦୮ coins | Noun | କାୟି କାୟି |
| GOGOL ଲାରା ବାୟ୍ ସା | Noun | ଗୋଗୋଲ ଲାରାବାଦିଆ |
| jingling bell | Noun | ମ୍ୟା |
