| Word in English | Part of Speech | Odiya Translation |
|-----------------|----------------|------------------|
| କାରାମ୍ | Noun | ଏଓ୍ |
| merchant | Noun | କାରାମ୍ |
| ସାୟାମ୍ ଏାମ୍ମାନାଦ୍ ତୀସାନାଦ୍ | N/A | N/A |
| ଥାସ୍ ସାନାଦ୍ ପାଡ଼ିୟ୍ | N/A | N/A |
| ମାଡ଼ାନୋର୍ | Noun | ସିଲେ |
| merchant-store | Noun | ମାଡ଼ାନୋର୍ |
| Gale | N/A | N/A |
| mercilessly | Adverb | ଉସ୍ତର୍ |
| ଭଲ୍ଲକ୍ଟେ | Noun | ଉସ୍ବର୍ ଜୀୱାମ୍ |
| merey | N/A | N/A |
| merey / mercitul | Adjective | ମେଲ୍ |
| ଡା ସାୟାମ୍,ଦୟା | N/A | N/A |
| merry making | Noun | ସାର୍ଦା,କୂସେଲ୍ |
| messenger | Noun | ସାଲେ କାବୁର୍ |
| ଞ୍ଞୋଦୋନୋର୍ | Noun | ଗେଲ୍ ପ୍ |
| Messiah | Noun | ଭଦାନୋଣ୍ଡ, ଜୀଶୁ ଖ୍ରୀଷ୍ଟ |
| metals | Noun | ଲୁମ୍, ତ ଗ୍ଗାମ୍ , ସେଣ୍ରେ |
| method | Noun | ଲକେ ପ୍ରାକାରାମ୍ |
| mice | N/A | ପର୍ କି |
| middle child | Adjective | ନାଡ଼ପ୍ ପାଲ୍ |
| middle finger | Noun | ନାଡ଼ଞେେଟ୍ ାଡ଼ଞ୍ଜ ପଡ଼ଗୁଞାଡ଼ଞ୍ା୍ |
| middle Toom | Adjective | ନାଡ଼ୱାଟା ଆର୍କୁ ଗାଦ୍ |
| midnight | Adjective | ନାଡି ଜାଲ୍ ନାର୍କା |
| mien, appearance | Noun | ରୂପାମ୍ |
| might have happened | Verb | ଥାଦାକୋର୍, ଆଲେ |
| ଆୟ୍ୟେୋ | Noun | ଥର୍ ଗବା ଲାଗାନାଦ୍ |
| mike | Noun | ମାୟ୍ କା |
