| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| share | Verb | ସାର୍ଦିସ୍ତୋଦାନାଦ୍ |
| sharp | Adjective | ମଜୁ, ୟ୍ |
| ମାନ୍ଦାନାଦ୍ | N/A | ପାଦୁମ୍ |
| sharp sword | Noun | ସର୍ କାଚେର୍ |
| sharpening | Adjective | ଗୁଣ୍ଡୁତା ଓଟି |
| ମେୟ୍ ଭାନାଦ୍ | N/A | N/A |
| sharping stone | Noun | ଗୁଣ୍ଡ ରାମ୍ |
| କାଲ୍ | N/A | N/A |
| shave | Transitive verb | କୋର୍ |
| AIDE | Noun | ସୁନ୍ ନି |
| she goat | Noun | ଡାଡାମେକ୍ଟା |
| she 15 going | Verb | ଥାନ୍ ମିନ୍ଦେ |
| she near | Pronoun | ଭଦ୍ ଦୁ |
| she plays | Verb | ଥାଦ୍ alae |
| she said | Verb | କେରା |
| she sees | Verb | ଥାଦ୍ ଉଡ଼ିତ୍ |
| she ହୃହରୟ | Verb | ଥାଦ୍ ମାରା |
| she ହୃହରୟ saved | Verb | ଗେଲ୍ ସ୍ତା |
| she went | Verb | ଆରା |
| she will Come | Verb | ଆତା |
| she will not Come | Verb | GIGS |
| she, it | Pronoun | ଥାଦ୍ |
| she( far) | Pronoun | ଥାଦ୍ GAG |
| shed | Verb | GAGA |
| shed drop | Verb | ଚଟ୍ ଚଟ୍ -ଲାର ମିନ୍ଦେ |
| sheep | Noun | ମେଣ୍ଢା |
| sheep bleats | Noun | ମେକ୍ କା CAME |
| sheep pen | Noun | ମେକାନ୍ ପାକା |
| shell fish | Noun | ମାଡ଼୍ ପ କୀକେ |
| shepherd | Noun | Olid |
| shield | Noun | ଆମ୍ପାନାଦ୍ |
