| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| Madanont | Noun | ମାଡ଼ାନୋଣ୍ତ |
| Jug | Noun | ଏ୍ର୍ ଚେମବୁ |
| Juice | Noun | ଏର୍, ସାର୍, ଜୂଶ୍ |
| Jujube, bier | Noun | ରେଙ୍ଗା ମାଡ଼ା |
| Jump | Verb | ଲାଙ୍ଗୁଡ଼ା, କୁଦି, ତୁ ଲି, ତୁଲି |
| Junction | Noun | ନାଳ୍ଲ୍ ପାକ୍ କା |
| Gale | Noun | କାଲିୟାନାଦ୍ |
| Keep account | Verb | ଭସାବ୍ ଗୁଣ୍ଡ |
| Te | Unknown | ତେ ତାସାଟ୍ |
| Keep away | Verb | Gale ମାନ୍ଦାନାଦ୍ |
| Keep in | Verb | ମିଳି ମାନ୍ଦାନାଦ୍, ମାନ୍ଦାନାଦ୍, ତାସାନାଦ୍ ”।ସାନାଦ୍ |
| Keep in mind | Verb | ଏର୍କି କୀମ୍ |
| Keep in with | Verb | ମେଲ୍ ଡା ସାମ୍ବାନ୍ଦାମ୍ ତାସାନାଦ୍ |
| Keep off | Verb | ସାରେ ଦୁରାମ୍ ଓାଟାନାଦ୍ |
| Keep 083 | Verb | ନାଡ଼ପସାନାଦ୍, ଆସମ ନ୍ଦେ |
| Keep safely | Adjective | QUAI ତାସାଟୁ |
| Keep to | Verb | ମାଡ଼ାନାଦ୍ ମାଟା ପୟ୍ ¡ ' ପାଡ଼ିୟ୍ |
| Keep up | Verb | ଇତା ମାଟା CAGE |
| Keeping safely | Verb | ଅସରିସାନାଦ୍ |
| Kept silence | Verb | ସାମ୍ କ୍ k ମିନ୍ଦଣ୍ତ |
| Kerosene oil | Noun | କ୍ରିସ୍ନାଲ୍ |
| Kettle | Noun | କାପ୍ ଓାଟାନ୍, ମାଡ଼ାନ୍ କେରୋସ୍ |
| Key | Noun | ତାଲାତ୍ କାୟ୍ କ୍ ତାଲାମ୍, ଚେୟ୍, ତେର୍ମୁ |
| Kick, hit | Verb | ତାନ୍ନାନାଦ୍ |
