| English Word | Part of Speech | Odia Translation |
|--------------|----------------|-----------------|
| Noun         | Noun           | କାର୍କା ମାଡ଼ା         |
| black pepper | Noun           | କମାଟ୍ ଗିଞ୍ଜା           |
| black soil   | Noun           | କାରି ମାଣ୍ଡୁଲ୍         |
| black-heads  | Noun           | ମକାମ୍ ଡା କାରି ବଣ୍ଟଆ |
| blacksmith   | Noun           | କାମ୍ମାର୍            |
| blame        | Verb           | ନେରାମ୍ ଭଦାନାଦ୍        |
| blanket      | Noun           | ଏକ କମ୍ବଲ             |
| blaspheme    | Verb           | ଦାର୍ମାମ୍ ଭଲୁକ୍        |
| Dar Mik Narin Pash | Noun    | କାନାଦ୍, ପେଲାନାଦ୍, ନେରାମ୍, ମାଡ଼ାନାଦ୍ |
| blazing fire | Adjective    | ନିର୍ଞାନ୍ କିସ୍         |
| bleats       | Noun           | ସାଲେ ମେ କା ମେଁ ମେଁ କେଇତା |
| bleeding     | Verb           | ସେଆରେ                  |
| Kara Nada, Parga Nada | Noun  | କାରାନାଦ୍, ପର୍ଗାନାଦ୍ |
| bless        | Verb           | ଆସୀୱ୍ଧାଦାମ୍          |
| Saya Sayaam Mada | Noun       | ସାୟା ସାୟାମ୍ ମାଡ଼ା |
| blew away    | Verb           | ତୁୱ୍ ତାନାଦ୍             |
| blew up      | Verb           | ପିଟେ ପାରିସାନାଦ୍         |
| blind lady  | Noun           | ଗୁଡ଼ିଲ୍ ନାଟାଡ଼         |
| blind-man    | Noun           | ଗୁଡ଼ିୱାଣ୍ଡ            |
| blister      | Noun           | ଗାଡା ପେୟ୍ ତ୍         |
| blood        | Noun           | ନେତ୍ର୍              |
| blood pressure | Noun        | ଜୀୱା ତାଗେ ଥାଦ୍ ମାନାଦ୍ |
| Nakemi Kam Alae Rogam | Noun  | ନାକେଁ କାମ୍ ଆଳେ ରୋଗାମ୍ |
| blossoming  | Verb           | ପୁଙ୍ଗାର୍ ପୁୟ୍ ରା    |
| blot, spot  | Noun           | ପାଲ୍ ଜୂରାଁ             |
| blotch       | Noun           | କାରି କୁଏ ସୁକ୍ କା       |
| blouse       | Noun           | ରେୟ୍ କ୍ କେ              |
| blow the wind | Verb         | ଗାଲ୍ ତୋଲାନାଦ୍          |
