| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| up -hair | Verb | କେଲ୍ କ୍ ଦୁଲ୍ |
| ପୋମିନ୍ଦେ-କେଲ୍ | Verb | କେଲ୍ କ୍ |
| କାୟାରାନାଦ୍,ଉନ୍ ଶ୍ ପାନାଦ୍ | Noun | ରେଣ୍ଡୁ ଲେକାମ୍ବା'ରେକା |
| ରେକାମ୍ | Noun | ରେକାମ୍ |
| duck | Noun | ବାକୋ,ବାକୋ |
| dullness | Noun | ମୋଣ୍ଡଟି,ଥାୟ୍ ତ୍ତ ଥାନ୍ଦାନାଦ୍ |
| dumb boy | Noun | ମୁକାଲ୍,ମ୍କେଲ୍ |
| dumb girl | Adjective | ମୁକେଲ୍ |
| dumbly | Adverb | ଚାମ୍ କ୍ |
| dunce | Noun | ଡିଟା ବୁଦ୍ଦି ଭଲ୍ ଞୋଣ୍ଡ |
| each one | Pronoun | ଅର୍ତୁଣ୍ଟ ଅର୍ତୁଣ୍ଢ ଆସି ସାରେ |
| each other | Pronoun | ଅର୍ତୁଣ୍ଢ ଅର୍ତୁଣ୍ଢ କିଙ୍କ୍ |
| ୯୪୪୯୮1୯୦୦୪ | Noun | ଇଭଷ୍ଟାମ୍ |
| eagle | Noun | ଡ଼େୟା ଗାଦା ପିଟେ |
| Car | Noun | କେୱ |
| Car ache | Noun | କେୱ୍ କାଚ ମିନ୍ଦେକେୱ୍ ନପ୍ |
| Car drum | Noun | କେୱ ଗୁବା |
| Car drum 15 blocked | Noun | କେୱୃ ଦିମ୍ ମୁନ୍ ମିନ୍ଦେ |
| Car ୦୮ maize | Noun | ଜେନାହଜନ୍ନା |
| Car ring | Noun | କେଉ ଜୋଡ଼ମ୍ |
| Car Wax | Noun | କରୁନ୍ ଜାନାଦ୍ |
| early | Adverb | ଲିପ୍ ଲାପ୍, ସିଟ୍ ale ପାଟ୍ |
| early morning | Noun | ଏ ନାରୁକୁମ୍, ନାକେ |
| earnestly | Adverb | ସାର୍ଦା `ˆତ, ଇଷ୍ଟାମ୍ |
| ଆସି | | |
