| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| day | Adjective | ସାମାୟ୍ |
| day | Noun | ରୋଜ୍ |
| day after tomorrow | Noun | ମାନେଟ୍ କ୍ |
| day before yesterday | Noun | ଥାନାଡ଼୍ |
| day before yesterday | Noun | ଓନେ୍ |
| day break | Adjective | GAIA ମଦାଲ୍ |
| day by day | Adverb | ରୋଜିଙ୍ଗ ରୋଜ୍ |
| day time | Noun | ପାୟାଲ୍ |
| dazzle | Adjective | ମାୟ୍ ମାୟ୍ ଆରା କଣ୍ଡା, କାଣ୍ଡ କ୍, ପୁଲ୍ ସ୍ ଡା ପାଲ୍ ସିମ୍ମ ଥାଦାନାଦ୍ |
| dazzling | Adjective | କୁର୍କିତା, . ମର୍ସିତା |
| deacon | Noun | ଗୁଡ଼ିୟ୍ ସାରେ ନାଡ଼ୂପିସାନ୍ ମେଲ୍ ଡା ନାରୂଣ୍ଠ ଓ୧୯80,୦୬]711୧0 |
| deaf dump | Noun | ନ ନ୍ଦାଲ୍, ଜୟରାଲ୍, ମୂକ୍ କାଲ୍ |
| deaf 111051 | Noun | ସେୱଟାଲ୍ |
| deaf woman | Noun | ସେୱଟିଲ୍ |
| dear | Adjective | ପ୍ରେମା |
| dearth | Noun | କାର୍ ଓ୍ |
| death | Noun | କିୱ୍ କାନାଦ୍, ସାୱ୍ ଡୋଲ୍ ଥାତ୍ଟ, ଡଲ୍ MITE , ସାୱୁ ପୁଟ୍ ତ୍ |
| debate | Noun | ଗଟି କେଉଶାନାଦ୍ |
| debtor | Noun | ବାକି ତୀସି ମାନ୍ଦାନୋର୍ |
| decade | Noun | ପାଦି ଏଣ୍ଡ କ୍, ସାନ୍ ସାରାମ୍ |
