| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| rough, up and down | Noun | ଗିଡ୍ |
| round | Adjective | ତିରିୟୁ, ଗୁସ୍ତ୍ରାମ୍ |
| round beedi leaves | Noun | ତୁମିର୍ |
| ଆକି,ପଂ ଓଟି ବିଡ଼ି ଉରାନାଦ୍ | - | - |
| round head | Adjective | ବଡାଲ୍ |
| round wicker basket | Noun | ଟାଟ୍-ବୁ ଏଟୁଲ୍ |
| rounds | Verb | କୁଣ୍ତ୍ର ମିନ୍ଦେ |
| rout | Verb | ଅଡିସାନାଦ୍ |
| route, path, way | Noun | ଥାର୍ |
| rub against | Verb | ନାଲ୍ ସାନାଦ୍ |
| rubbing | Verb | ଉମିସାନାଦ୍ |
| ruffian | Noun | ଥାସାଲ୍ କୁଦ୍ ରଣ୍ଡୁ, କାୟ୍ ମଲ୍ ଆଣ୍ଡ |
| ruffle, stir up | Verb | ପ୍ରହ୍ତାନାଦ୍-କେଲ୍ କ୍ କାନାଦ୍ କାନାଦ୍, କାତାନାଦ୍ କ୍କାତାନାଦ୍ |
| ruined | Verb | ଲୋନ୍ ଚିୱକ୍ ଥାତ୍ |
| rule  ୦୪୦୮ | Verb | ଶାସନ ମାଡ଼ାନାଦ୍, ନାଢୃପିସାନାଦ୍, ସାଡ଼୍ଟ |
| safety | Noun | ବାୟାମ୍ ଭଲ୍ଲକଟେ QUAI ମାନ୍ଦାନାଦ୍ |
| safety pin | Noun | ସକ୍ କାୟ୍, ଉକ୍ କୁ a ପିନ୍ନିସ୍ |
| sailing | Noun | ଓଡ଼ା ଞୌୋଦାନାଦ୍, ଓଡ଼ା କୁଶ୍ପି ପି ମାଞ୍ଜ୍ ଞେଶ୍ dare |
| sailor | Noun | ବାଡ଼ିୟା ଓଡ଼ା ନାଡ଼ୃପିସାନୋଣ୍ଡ |
| saint | Noun | ଦାର୍ମାମ୍ ଡା ମାନ୍ଦାନ୍ |
