| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| luck | Noun. | ଥାଡ଼ଷ୍ଟାମ୍ |
| luffa acutangula | Noun. | ବିରା କାୟା |
| luggage | Noun. | ମୁଝା |
| lumbago | Noun. | ମ୍ର୍ସଲ୍ ନପ୍ |
| lunar eclipse | Noun. | ନେଲ୍ଲାତିନ୍ |
| ଗାଣ୍ଡ ମ୍ ୮” ରା | | |
| lunch | Noun. | ପାୟାଲ୍ Sale |
| lungs | Noun. | ନେଲ୍ଲା |
| lust | Noun. | ପୀନ୍ଦା ଭଷ୍ଟାମ୍ |
| lust, longing for eat | Noun. | ମିଙ୍ଗ |
| ଡା ମିଙ୍ଗ୍ ଡା ତାଗଲ ମିନ୍ଦେ | | |
| lustre | Noun. | ଞେଶ୍, ଞେନେଲ୍ |
| ତୋପାନାଦ୍ | | |
| make known well | Verb. | ବୋଦସାନାଦ୍ଵବ, କାର୍ |
| ପିସାନାଦ୍ | | |
| make ୦୮ | Verb. | ପୁନ୍ଦାନାଦ୍ |
| make off | Verb. | ଦାନ୍ଦା ପୟ୍୍ ତାନ୍ଦାନାଦ୍ |
| make open | Verb. | ପାଙ୍କାନାଦ୍ |
| make ୦୪୦୮ | Verb. | ଥପ୍ ପିଦାନାଦ୍ |
| make stand | Verb. | ନିଲ୍ ପିସାନାଦ୍ |
| make up | Verb. | ଭଲ୍ ଓାଦ୍ ଭଦାନାଦ୍ |
| making hair like hairdo | Noun. | ତାଲାତ୍ ଜାଡ଼ା ସକ୍ ଓାଟାନାଦ୍ |
| malaria | Noun. | ମାଲେରିୟା ନୁଲ୍ଲେନ୍ |
| ଏଡ଼୍ କ୍ | | |
| male child | Noun. | ସଲୋଲ୍ ପିକି |
| male ୦୮ sheep | Noun. | Gale |
