| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| without any work (she Was eating) | Verb | ପାଡ଼ିୟି ଭଲ୍ଲକ୍ କଟେନ୍ (କୁଦିକେ ତିନ୍ ଜ ମାଭା) |
| without fail | Adjective | ତାପୁ କୁଟେ କୁଟେ,ତାପୁକୁଣ୍ଟାମ୍ ତାପୁକୁଣ୍ଟାମ୍ |
| without tired | Adverb | ଆୟଧୂ କୁଟେ |
| withstand | Verb | ଥାଡାମ୍ ଓାଟାନାଦ୍ |
| witness | Adjective | ଉଡ଼୍ ଡା ସାକ୍ କି |
| ହୃହତହୁ୨୯୦ | Noun | ୟାୟୋ,ୟଓୱ୍ ୱ ଡୋ |
| wolf | Noun | ଟଣ୍ଡେଲ୍ |
| Woman | Noun | ନାଟାଡ଼,ମୁରେ |
| women | Noun | ସାରେ ନାଗଓୱା |
| ହୃହଧ୦୨110115 are playing | Verb | ଥାୱ୍ କାରସ୍ ମିନ୍ଦା |
| won't fight(shout) | Verb | ରାମକୁ FIGS |
| won't lust | Verb | ମାଲରତିନ୍ ସାମାନ୍ ତିନ୍ଆଶା ତଗ୍ ମା |
| wonder | Noun | ଣ ଯୟାୟୋ |
| wood | Noun | ଞେର୍ କ୍ |
| wood oil | Noun | ଞେର୍ କିନ୍ ନିୟ୍ |
| woodpecker | Noun | ବେରିୟଯା କିର୍ କାଡ଼୍ |
| yam | Noun | ନୋଶ୍କା କ ମାଙ୍କି |
| yard | Noun | ପାଲାମ୍ ଆଙ୍ଗାଡ଼ |
| yawning | Verb | ଆୱୃଟି ତିସାନାଦ୍ ତିସାନାଦ୍, ତୁଙ୍ଗାନାଦ୍ ତୁଙ୍ଗାନାଦ୍ |
| year | Adjective | ଏଣ୍ଡୁ ,ସାନ୍ ସାରାମ୍ |
| yellow | Noun | 3 ପପ । ରାଗଘ୍,କାମ୍ କ୍ କାମ୍ କ୍ ରାଙ୍ଗ୍ |
| yellow powder | Noun | ପାସ୍ |
