| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| padhiyaa maRaanor | Noun | ପାଡ଼ିୟ୍ ମାଡ଼ାନୋର୍ |
| hot | Adjective | କାସିତ୍ |
| milk | Noun | ପାଲ୍ |
| hot | Adjective | କାସ୍ତ୍ |
| water | Noun | ଏ୍ର୍ |
| hotness | Noun | କାଙ୍କା |
| hour | Noun | ଗାଣ୍ଡା |
| hour hand, 08:00 on a clock | Noun | କୟ୍ୟେ |
| house | Noun | ଲୋନ୍ |
| house back side | Preposition | ପାଞ୍ଚା |
| house lizard | Noun | ବାଲ୍ କି ଡ଼କା, ଟକ୍ କେ |
| house Sparrow | Noun | ୱଲ୍ ପିଟେ |
| house-servant | Noun | କାରି, କ୍ତକୁଲିନୋଣ୍ଡ |
| housewife | Noun | ଲୋତା ନାଟାଡ଼୍ |
| hovering | Verb | ଞେଲ୍ ତାନାଦ୍ |
| how | Interjection | ବେଲା |
| how is it | Adjective | ମିନ୍ ରା ।ମିଙ୍କ ଡା |
| how many | Adverb | ବେଚର |
| how many members | Adjective | ବେସ୍ ମଲ୍ ବେସ୍ ଜାନାମ୍ |
| how many non-masculine | Noun | SORE |
| how much | Adverb | ବେଛଟ |
| how you will 4076 | Noun | ନାନ୍କା |
| i | Pronoun | ନାନ୍କା |
| i ain not such | Adjective | ମ୍ବ, ଆମ୍ବ, ମ୍ପ ମ୍ବୋ |
| lam playing | Verb | ନାନା କାରସମି ନ୍ଦାନ୍ |
