| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| dwelling | Noun | ମାନ୍ଦାନ୍, ବାତ୍, କାନ୍ |
| ପଡ଼ିୟ୍ |  |  |
| dwelling in |  | ଓଠ ବନ୍ଦର |
| forest | Noun | ଗାଗାତା ମାନ୍ଦାନାଦ୍ |
| dye hair | Noun | କେଲ୍ କ୍ ରାକ୍ ଥାତ୍ |
| Clot |  | ଓାଦାନାଙକ ଓାଟାନାଦ୍ |
| dyeing | Noun | ରଙ୍ଗ୍ ଓାଡ଼୍ ସାନାଦ୍ |
| dying | Noun | ଡ଼ଲ୍ ଲାନ୍ ଲେକେ ମାନ୍ଦାନାଦ୍ |
| dysentery | Noun | ସ୍ରୁ ସ୍ରୁ ପେଲ ମିନ୍ଦେ |
| economical | Verb | ଡାପ୍ କ୍ କ୍ ଇର୍କ୍ ପୟ୍ ସ୍ ତାସାନାଦ୍ |
| ୯୯୦1୩୦1117 | Noun | ବେଲେ ଡ଼ାବ୍, ସାମା ସାରେ ଗୁଡ଼୍ ପାନାଦ୍ ତେର୍ସ୍ ପାନାଦ୍ ଞ୍ତସାୟାମ୍ ତା ମାଟା |
| eczema | Noun | କୁଲ୍ଲମ୍ ପେୟ୍ ସି ଓାଦାନ୍ କୁରୁପୁ |
| edge | Noun | ଗୋଡ଼୍, ମୂଲା |
| effigy | Noun | ମୂର୍ତି, ବମ୍ ମେ |
| ୯୫୫ | Noun | ଗାର୍ବମ୍ ।ଗାର୍ବ |
| eight | Numeral | ଏନୁମିଦି, ଆଟ୍ଟୋ |
| eighteen | Adjective | ଅଷ୍ଟଦଶ |
| eighty | Numeral | ଏନୁବେୟ୍ |
| either..or | Correlative connective | ଭଦ୍ ଆୟ୍ୟେୋ ଥାଦ୍ |
| elaborate | Adjective | ସାରେ ମତ୍ତାମ୍ ଗଟି |
| elbow | Noun | କୁଣ୍ଡନ୍ କାୟ୍ |
