| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| to spread | Transitive verb | ଓରପାନାଦ୍-ଓ।ନ୍ ଜ |
| to spread the bed | Transitive verb | ସାମଆେ ତାରା |
| to sprinkle water | Transitive verb | ଭଲ୍ କ୍ରଶାନାଦ୍ |
| to sprout | Intransitive verb | ମକ୍ କି ମଡ଼ତାନାଦ୍ |
| to stand | Intransitive verb | ନିଲ୍ ତାନାଦ୍ |
| to stop | Intransitive verb | ଆମା, ଆମାନାଦ୍ |
| to strike off the name | Verb | ପେଦେର୍ କୟ୍ ତାନାଦ୍ |
| to sweep | Transitive verb | ଏ୍ୟ୍ ତାନାଦ୍ |
| to swell | Intransitive verb | ତୟ୍୍ ତାନାଦ୍ |
| to swim | Intransitive verb | ଚ୍ଚନ୍ ତାନାଦ୍ |
| to swing 4 cradle | Transitive verb | ଉଶ ୟମ୍ଟଉଙା, ଉମ୍ |
| to take buy | Transitive verb | ତୀସାନାଦ୍, ଆସ୍ ସାନାଦ୍ |
| to take away | Transitive verb | ତୀସ ଞୋଦାନାଦ୍ |
| to teach | Transitive verb | ନେର୍ ସାନାଦ୍, ଥଲସାନାଦ୍ |
| to tell | Verb | କେଲ୍ଲା |
| to them | Pronoun | ।ସ୍ଥନ୍, NAG |
| to thresh | Transitive verb | ଡ୪ନ୍ ଜି ୱଚାନାଦ୍ |
| to throw | Transitive verb | ଏଚାନାଦ୍, ଏଶ୍ ଶିପାଦେଙ୍ଗାନାଦ୍ |
| to tie | Transitive verb | ତତାନାଦ୍ |
| to tight | Intransitive verb | ଗୀରା ନାଦ୍ |
