| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| unhealthy | Adjective |  ରୋଗାମ୍‌,ଦୁକ୍‌ କାମ୍‌ |
| uniformity | Noun | ଅରୋଟ୍‌ |
| unite | Verb | କାଲ୍‌ ପା,ଗୁଡ଼ୂପା |
| united | Adjective | କାଲିୟ୍‌ ମେଲିୟି ମାନ୍ଦାନ୍‌, ଅର୍ରାଗା AIGA |
| unity | Noun | କାଲିୟିମାନ୍ଦାନାଦ୍‌ |
| universal dissolution | Noun | ସାରେ ମତା ନାଷ୍ଟାମ୍‌ |
| universally | Adverb | ଦୁନୟାସାରେ,ନଟୁମ୍‌, ଲୋକାମ୍‌ ତେ |
| unkind | Adjective | ଆଲାମ୍‌, କୋପାମ୍‌ |
| unknown | Adjective | ପୁନ୍‌, YER ଓ |
| unless | Subordinating connective | ଜୋଦ, (ଏଏୁକଟ୍ଟେ ମାତ୍‌ କେ ,) |
| unlike | Adjective | ନେଚିଲାଦ୍‌ |
| unlock | Noun | ତୀସାନାଦ୍‌, ଟେଣ୍ଡା |
| unluckily | Adverb | ଆଦିଷ୍ଟାମ୍‌, ଇଲୁକଟେ |
| unlucky | Adjective | ଆଡୁଷ୍ଟାମ୍‌, ଇଲୁକୁଣ୍ଡାମ୍‌ |
| unmarried | Adjective | ପିକ୍‌ କି, @@ |
| unmarried boy | Noun | @@, ଲେୟଣ୍ଡ |
| vaccination | Noun | ରୋଗାମ୍‌, ଓାଟାନାଙ୍କ୍‌ ମାତ୍‌, ସୂଦୁ, ୱାଦାନ୍‌ ER ଆଡ଼ାମ୍‌ |
| GRAD | None | None |
