| Word in English | Part of speech | Odiya Translation |
|-----------------|----------------|------------------|
| a               | Adjective&Article | ଅରୋଟ୍‌ |
| according to     | Adverb          | ଆଦିଙ୍କ୍‌ ଲେକେ |
| slipper         | Noun           | ପିଶ୍‌କ୍ଆର୍ତ୍‌ |
| slope           | Noun           | ବୀଡ଼ା, ସେଡ଼୍‌, ଗୁର୍‌ |
| sloth, idleness | Noun           | ସଳାଟ, ଆଳସ |
| slowly (steps)  | Adverb         | ଜେୟ୍‌ |
| slowness        | Adjective     | ଆନ୍ଧୁଟ୍‌ |
| slugger         | Noun           | କୂର୍‌କେଲ୍‌-କୂର୍କାନୋଣ୍ଡ |
| slumber         | Verb           | କୂର୍‌ କ୍‌ ତୋନ୍‌-ଜାପ୍‌ |
| small amount    | Adjective     | କୋଦିଗେ |
| small brother   | Noun          | ତାମାଲ୍‌ |
| small corn field| Noun          | କୁମ୍ |
| small father, big father| Noun   | ବାବାଲ୍‌, ପେପୁ |
| small fish      | Noun          | ଜିମା, ଜିମେ |
| small frog      | Noun          | ଚିଟ୍‌ କାପା |
| small hill      | Noun          | ଗୁବାଲ୍‌ |
| small in amount | Adjective     | କୋଦିଗେ |
| small in size   | Noun          | ସୁତୁଲା, ସୁଦୁଲା, ଚିନା |
| small intestine | Noun          | ସୁଡ଼ଲା |
| small mat       | Noun          | ସାମ୍ା |
| small mother-step mother| Noun | ୟାୟୋ, ଚନ୍‌, ଆଇଗ୍‌ |
| small mud bench | Noun          | ବୀଡା |
| small plant     | Noun          | ପଦଲା |
| small quantity  | Adjective     | କୋଦିଗେ, 9@@ |
| small red ants  | Noun          | ପେତେ |
| small river     | Noun          | କେନେଲ୍‌, IQ |
| small size      | Adjective     | ଆଇ, କୋଡିଗେ, Qee |
| small-sized paprika| Noun        | ପଶ୍ମ୍‌, ମିଡ଼ିୟା |
