| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| apart | Adverb | ଓେ ରେ ଓେରେ |
| apathy | Noun | ସାୟାମ୍‌ ମାଡ଼ାନ୍‌ ଆଲ୍‌ |
| apply | Verb | ନୀ ଅକାନାଦ୍‌ |
| appear | Verb | ତୋପାନାଦ୍‌ |
| apple | Noun | ସିତା ପାଣ୍ଡି |
| apple fruit | Noun | ଆପ୍‌ ଲେଶ୍‌, ପାଣ୍ଟ, ଆପ୍‌ ପିଲ୍‌ |
| apple of eyes | Noun | କାଣ୍ଡ ପାପା |
| approbation | Noun | ଅପାନାଦ୍‌ |
| approval | Noun | ଅପାନାଦ୍‌ |
| approximately | Adverb | ପାକ୍‌ କା |
| are | Verb | ମିନ୍ଦେର୍‌ |
| areca nut palm | Noun | କୋୱା ମାଡ଼ା |
| arise | Verb | ତେଦାନାଦ୍‌ |
| ark | Noun | ନୋୱାନାଦ୍‌ ବେଡ଼ିୟା, ଏର୍‌ ଜାହାଜ୍‌ |
| arm | Noun | ଜେବାକାଇ |
| armour | Noun | ଗଡ଼୍‌ Gl ତା, ଜାଗାଡ଼ା ତା, ଗେଲ୍‌ ସାନ୍‌ ମାନ୍‌ ଦିଙ୍କ୍‌, କେର୍ତାନ୍‌ କୁସାମ୍‌ |
| armpit | Noun | ସାଙ୍କା |
| army | Noun | ସୋୟ୍‌ ନର୍କ୍‌ |
| around | Preposition | @ AIR କା |
| arrange | Verb | ସାଦ୍‌ ରାନାଦ୍‌ |
| arrest | Verb | AQ ଲେମ୍‌ ତେ, ନେରାମ୍‌ ଆଭୋର୍‌ କାୟ୍‌, କିଙ୍କ୍‌ CAINE ନାରୁର୍‌ ତକ୍‌, ତାନାଦ୍‌ |
| arrival | Verb | ଏଏୁତାନାଦ୍‌ |
| arrogance | Noun | @Gl¢| |
| arrow stick | Noun | ଲୋଦାକାଡ଼୍‌ |
| arrow quiver | Noun | ମିଟା |
