| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| read out | Verb | ସାଦ୍‌ ଓ, କାର୍କ୍‌ ସ୍‌ |
| read the book | Verb | ପୁସାାମ ସାଦୁଓା |
| read through | Verb | ସାଦ୍‌ ଞ,କାର୍କ୍‌ ସ୍‌ ପି ଉଡ଼ାନାଦ୍‌ |
| reader | Noun | ସାଦୁୱାନୋଣ୍ଠ, ପଡ଼ିୟା |
| ready | Adjective | ପାର୍ସି, ତେୟାର୍ସ୍‌ ଆସି |
| real | Adverb | ନିଜାମ୍‌ |
| really | Adjective | ନିଜାମ୍‌ |
| recall | Verb | ଏର୍କି |
| receive,get | Verb | ମିନ୍ଦେ, ଏନ୍ତାନାଦ୍‌ |
| recently | Adverb | ଇସ୍‌ ଲାମ୍‌, ଅନ୍‌ ନେ, ବେଚର୍‌ ଦିନାମ୍‌ ମୁନ୍ନେ |
| reception | Noun | ତୀସି, ତାଭାନାଦ୍‌ |
| recharged, loading | Verb | ଏକ୍‌ କିଶି ଭମ୍‌ |
| recite | Verb | ଏଦ୍‌ କି, ଗୁର୍‌ ତି |
| rear one's head, crop up | Verb | ତାଲାତୁଣ୍ଠି GS କୟ୍‌, ତାନାଦ୍‌ |
| receptacle made by joining both hands | Verb | ଦୋସୁଲ୍‌ ଏନା, ଏନ୍ଦ GIN TAQ |
