| Word in English | Part of speech | Odiya Translation |
| --- | --- | --- |
| retinue | Noun | ସାଙ୍ଗେ ସାଙ୍ଗେ ଓଦାନୋର୍‌ |
| return | Verb | ମାଲସିଆନ୍ଦାନାଦ୍‌, ମାଲ୍‌ ତାନାଦ୍‌ |
| return back, repay | Verb | ମାଲ୍‌ ସି ଭଦାନାଦ୍‌ |
| revelation, expression | Noun | ତୋପିସାନାଦ୍‌ |
| revenge | Noun | ନେ, ଭର୍‌ ତତାନାଦ୍‌ |
| reverence | Noun | ମାରିୟାଦା, ବାଲି |
| revolt, mutiny | Noun | ସିରୋଦାମ୍‌ |
| revolving, rotating | Verb | ଗିରୁ ଉଡ଼ାନାଦ୍‌ |
| reward | Noun | ମେଲ୍‌, ସେଙ୍ଗେ ସାମାନ୍‌ ଭଦାନାଦ୍‌ |
| rheumatism | Noun | ଖୂଲି ନୋପ୍‌ ପୁ |
| rhinoceros | Noun | ଭରେଲ୍‌ |
| rib | Noun | ପାକ୍‌ କା ବୁଲା, ଆଡ଼ା ବୁଲା |
| rice | Noun | ନୁଙ୍କା, Q@ |
| rice beer | Noun | ଲାନ୍ଦା |
| rice flakes | Noun | ଟାଇସ୍ ଫ୍ଲେକ୍‌ସ୍‌, GIG |
| rice food | Noun | ଚାକୂର୍‌ |
| rice porridge | Noun | ଜାୱ୍‌, ଜାଏ |
| rich | Noun | ନାର୍ଗେ ସମ୍‌, ସାନ୍‌ ସ୍ରାମ୍‌ |
| rich man | Adjective | AIGRIQ |
| rid | Verb | @QOAIGIQ |
| riddle | Noun | ସିପାନାଦ୍‌ |
| ride | Verb | ବାଣି ତୋଲାନାଦ୍‌ |
| ride ୦୮ | Verb | ରାମ୍‌ ତ୍‌ ତାର୍ରାନାଦ୍‌, JQ |
| ridge gourd | Noun | ବିର୍‌ କାୟ୍‌ |
| ridicule, mimicry | Noun | ମିତୁକାନାଦ୍‌ |
